config_from,config_to,t_to
1024903,624514,71
1024903,1048455,71
1024903,1025536,71
1024903,492422,71
1024903,370182,71
1024903,1027975,71
1024903,632320,71
1024903,1033094,71
1024903,495490,71
1024903,1025926,71
1024903,1032102,71
1024903,507782,71
1024903,1042309,71
1024903,99200,71
1024903,913282,71
1024903,782211,71
1024903,516999,71
1024903,1025926,71
1024903,636806,71
1024903,108358,71
1024903,1027847,71
1024903,1027727,71
1024903,279430,71
1024903,769927,71
1024903,886402,71
1024903,1025927,71
1024903,516998,71
1024903,118272,71
1024903,1034118,71
1024903,626566,71
1024903,1025926,71
1024903,272129,71
1024903,1042310,71
1024903,902918,71
1024903,952199,71
1024903,769926,71
1024903,1025932,71
1024903,1044359,71
1024903,362246,71
1024903,769927,71
1024903,1033090,71
1024903,896900,71
1024903,1041287,71
1024903,1043334,71
1024903,650882,71
1024903,100226,71
1024903,769920,71
1024903,1027975,71
1024903,385536,71
1024903,508807,71
1024903,493446,71
1024903,360960,71
1024903,1025922,71
1024903,492422,71
1024903,1048454,71
1024903,370560,71
1024903,893830,71
1024903,1037190,71
1024903,1042054,71
1024903,1042311,71
1024903,1025927,71
1024903,912262,71
1024903,1025927,71
377348,574041,71
377348,361344,71
377348,608,71
377348,909826,71
377348,993159,71
377348,442374,71
377348,623234,71
377348,898688,71
377348,755594,71
377348,468870,71
377348,853510,71
377348,1040898,71
377348,634752,71
377348,886274,71
377348,1042311,71
377348,362438,71
377348,126848,71
377348,126871,71
377348,1041280,71
377348,888710,71
377348,385920,71
377348,492032,71
377348,377346,71
377348,909952,71
377348,385924,71
377348,994818,71
377348,500486,71
377348,99840,71
377348,524160,71
377348,623104,71
377348,394753,71
377348,370176,71
377348,110468,71
377348,361478,71
377348,1024775,71
377348,933889,71
377348,647680,71
377348,796162,71
377348,500740,71
377348,108032,71
377348,344961,71
377348,99206,71
377348,100230,71
377348,492422,71
377348,378368,71
377348,523143,71
377348,1024512,71
377348,910208,71
377348,99840,71
377348,290824,71
377348,295937,71
377348,493190,71
377348,385538,71
377348,888710,71
377348,388999,71
377348,1036162,71
377348,894597,71
377348,361344,71
377348,361472,71
377348,376832,71
377348,115456,71
377348,377600,71
377348,296838,71
377348,632704,71
377348,517920,71
377348,1041286,71
377348,516871,71
377348,34434,71
377348,352769,71
377348,901636,71
377348,912902,71
377348,1027586,71
377348,1153,71
377348,903046,71
377348,624512,71
377348,377602,71
377348,377734,71
377348,516608,71
377348,650752,71
377348,377600,71
377348,763782,71
377348,650753,71
377348,344064,71
377348,126470,71
377348,385536,71
377348,780802,71
377348,377350,71
377348,896902,71
377348,518918,71
377348,925697,71
377348,378374,71
377348,638852,71
377348,377606,71
377348,311304,71
377348,886534,71
377348,109446,71
377348,484864,71
377348,377732,71
377348,886530,71
377348,631426,71
1025927,1044359,81
1025927,1027975,81
1025927,377346,81
1025927,518018,81
1025927,1027969,81
1025927,362370,81
1025927,1019650,81
1025927,518023,81
1025927,294976,81
1025927,1027975,81
1025927,1026950,81
1025927,1027970,81
1025927,413574,81
1025927,1032065,81
1025927,765570,81
1025927,1023879,81
1025927,1042311,81
1025927,626566,81
1025927,886662,81
1025927,370566,81
1025927,632448,81
1025927,1042310,81
1025927,765826,81
1025927,1017350,81
1025927,1044358,81
1025927,1019783,81
1025927,765824,81
1025927,1028014,81
1025927,896900,81
1025927,1021830,81
1025927,769922,81
1025927,1017606,81
1025927,372615,81
1025927,1044358,81
1025927,654982,81
1025927,649094,81
1025927,1025926,81
1025927,1044358,81
1025927,1024903,81
1025927,371590,81
1025927,1044359,81
1025927,518022,81
1025927,493442,81
1025927,769664,81
1025927,1027975,81
1025927,362118,81
1025927,1025799,81
1025927,1042310,81
1025927,1025922,81
1025927,1017730,81
1025927,1044358,81
1025927,769958,81
1025927,509831,81
1025927,755200,81
1025927,393090,81
1025927,1047431,81
1025927,1025926,81
1025927,388998,81
1025927,495494,81
1025927,781186,81
1025927,781826,81
1025927,896909,81
1025927,634374,81
1025927,769923,81
1025927,761728,81
1025927,1044359,81
1025927,501638,81
1025927,118662,81
1025927,386950,81
1025927,115590,81
1025927,1027975,81
1025927,1027974,81
1025927,1030023,81
1025927,624518,81
1025927,1017734,81
1025927,894854,81
1025927,1017734,81
1025927,638854,81
1025927,523143,81
1025927,362374,81
1025927,1025926,81
1025927,498566,81
1025927,1042310,81
1025927,1009414,81
1025927,886660,81
1025927,501637,81
1025927,783238,81
1025927,1025922,81
1025927,493441,81
1025927,377346,81
1025927,890766,81
1025927,1030023,81
1025927,500612,81
1025927,1017729,81
1025927,1024896,81
1025927,763779,81
1025927,279302,81
1025927,651137,81
1025927,257921,81
1025927,1017735,81
1027719,634626,81
1027719,1025926,81
1027719,504704,81
1027719,362374,81
1027719,1032087,81
1027719,1027719,81
1027719,886276,81
1027719,372614,81
1027719,370438,81
1027719,1031938,81
1027719,1027975,81
1027719,1044359,81
1027719,518016,81
1027719,493318,81
1027719,786311,81
1027719,1027975,81
1027719,1032066,81
1027719,520071,81
1027719,1027971,81
1027719,1041286,81
1027719,108034,81
1027719,513319,81
1027719,769537,81
1027719,1047462,81
1027719,1027974,81
1027719,245638,81
1027719,765830,81
1027719,362368,81
1027719,524166,81
1027719,634758,81
1027719,1027970,81
1027719,126850,81
1027719,1017734,81
1027719,1019790,81
1027719,508421,81
1027719,638848,81
1027719,1044358,81
1027719,1041286,81
1027719,1042311,81
1027719,1043974,81
1027719,362370,81
1027719,632706,81
1027719,1048455,81
1027719,1042305,81
1027719,501639,81
1027719,362373,81
1027719,114566,81
1027719,781959,81
1027719,630663,81
1027719,503682,81
1027719,245377,81
1027719,632450,81
1027719,1025923,81
1027719,634758,81
1027719,894599,81
1027719,520103,81
1027719,1025926,81
1027719,1034114,81
1027719,516998,81
1027719,112518,81
1027719,1043975,81
1027719,519942,81
1027719,370566,81
1027719,765826,81
1027719,378508,81
1027719,1025927,81
1027719,1025926,81
1027719,1027981,81
1027719,1044359,81
1027719,1048455,81
1027719,1042310,81
1027719,1048454,81
1027719,100228,81
1027719,1025924,81
1027719,769927,81
1027719,1027975,81
1027719,786182,81
1027719,493445,81
1027719,1025926,81
1027719,130950,81
1027719,1025926,81
1027719,1047466,81
1027719,516999,81
1027719,509698,81
1027719,649730,81
1027719,1027975,81
1027719,361990,81
1027719,1044356,81
1027719,978823,81
1027719,1048455,81
1027719,361984,81
1027719,1027982,81
1027719,1041312,81
1027719,467719,81
1027719,1025671,81
1027719,1025153,81
1027719,518022,81
1027719,493446,81
1027719,1042311,81
1027719,1017735,81
886660,500614,81
886660,894848,81
886660,364418,81
886660,369538,81
886660,385927,81
886660,1017479,81
886660,1025927,81
886660,369538,81
886660,519942,81
886660,361220,81
886660,1027971,81
886660,624128,81
886660,769927,81
886660,1027586,81
886660,388996,81
886660,624130,81
886660,231296,81
886660,1032832,81
886660,821126,81
886660,761734,81
886660,114566,81
886660,650886,81
886660,362368,81
886660,1025798,81
886660,378375,81
886660,516998,81
886660,1027974,81
886660,1027840,81
886660,361344,81
886660,295428,81
886660,557696,81
886660,501633,81
886660,648065,81
886660,362246,81
886660,1030018,81
886660,1017734,81
886660,362368,81
886660,99200,81
886660,894854,81
886660,1025539,81
886660,879110,81
886660,765442,81
886660,1042055,81
886660,1042310,81
886660,769927,81
886660,638851,81
886660,508800,81
886660,1017734,81
886660,364164,81
886660,110464,81
886660,1044359,81
886660,362114,81
886660,769536,81
886660,763776,81
886660,370566,81
886660,378758,81
886660,1025932,81
886660,1027975,81
886660,369542,81
886660,517894,81
886660,426758,81
886660,1048455,81
886660,634752,81
886660,755590,81
886660,1032070,81
886660,377600,81
886660,894726,81
886660,886662,81
886660,378753,81
886660,634790,81
886660,102272,81
886660,262022,81
886660,632322,81
886660,759686,81
886660,1040903,81
886660,634758,81
886660,1030018,81
886660,755590,81
886660,372614,81
886660,361728,81
886660,1027974,81
886660,1027975,81
886660,634759,81
886660,108290,81
886660,507783,81
886660,1027975,81
886660,1044359,81
886660,520070,81
886660,828935,81
886660,90816,81
886660,1024514,81
886660,1021446,81
886660,493318,81
886660,779910,81
886660,114566,81
886660,894854,81
886660,409604,81
886660,110483,81
886660,1025926,81
886660,493446,81
1044353,1043974,81
1044353,1025926,81
1044353,392076,81
1044353,503684,81
1044353,509831,81
1044353,1044358,81
1044353,503694,81
1044353,508801,81
1044353,1017734,81
1044353,1041926,81
1044353,1043971,81
1044353,1025798,81
1044353,634754,81
1044353,623494,81
1044353,632706,81
1044353,1041285,81
1044353,638466,81
1044353,763782,81
1044353,1025921,81
1044353,503430,81
1044353,503680,81
1044353,650880,81
1044353,1041280,81
1044353,651142,81
1044353,769975,81
1044353,1025926,81
1044353,1017734,81
1044353,1030023,81
1044353,516998,81
1044353,501637,81
1044353,782211,81
1044353,524166,81
1044353,913286,81
1044353,1044355,81
1044353,1027975,81
1044353,631302,81
1044353,110082,81
1044353,769665,81
1044353,1027968,81
1044353,1025927,81
1044353,1017344,81
1044353,509831,81
1044353,1025922,81
1044353,765825,81
1044353,1044359,81
1044353,1024900,81
1044353,1027974,81
1044353,372614,81
1044353,762757,81
1044353,927623,81
1044353,1025927,81
1044353,1041287,81
1044353,769958,81
1044353,516992,81
1044353,1027975,81
1044353,768002,81
1044353,786337,81
1044353,1025921,81
1044353,1017730,81
1044353,1044355,81
1044353,1041281,81
1044353,362112,81
1044353,362368,81
1044353,388999,81
1044353,378630,81
1044353,769927,81
1044353,524166,81
1044353,632320,81
1044353,100230,81
1044353,1044359,81
1044353,1041921,81
1044353,517639,81
1044353,388614,81
1044353,1027969,81
1044353,624514,81
1044353,821126,81
1044353,1027974,81
1044353,362247,81
1044353,896898,81
1044353,508422,81
1044353,1042311,81
1044353,1048449,81
1044353,1041027,81
1044353,114566,81
1044353,257922,81
1044353,385926,81
1044353,362374,81
1044353,638854,81
1044353,1042308,81
1044353,501633,81
1044353,1032064,81
1044353,1043335,81
1044353,653990,81
1044353,388608,81
1044353,632706,81
1044353,1025920,81
1044353,1032070,81
1044353,1041926,81
1044353,524166,81
1044353,501250,81
1025922,786306,81
1025922,638854,81
1025922,1044358,81
1025922,1036166,81
1025922,763392,81
1025922,1030022,81
1025922,779142,81
1025922,370566,81
1025922,632448,81
1025922,254850,81
1025922,362370,81
1025922,501638,81
1025922,886658,81
1025922,239488,81
1025922,886407,81
1025922,1041280,81
1025922,1040899,81
1025922,503686,81
1025922,655238,81
1025922,1042310,81
1025922,1027970,81
1025922,493446,81
1025922,1025928,81
1025922,362368,81
1025922,493440,81
1025922,1017734,81
1025922,362374,81
1025922,386823,81
1025922,110080,81
1025922,362374,81
1025922,1019534,81
1025922,337798,81
1025922,355846,81
1025922,377858,81
1025922,369670,81
1025922,1017734,81
1025922,512000,81
1025922,361990,81
1025922,1025926,81
1025922,1032070,81
1025922,370176,81
1025922,1019782,81
1025922,1017344,81
1025922,362370,81
1025922,1044358,81
1025922,1025922,81
1025922,896898,81
1025922,49664,81
1025922,362374,81
1025922,910976,81
1025922,361344,81
1025922,239488,81
1025922,787520,81
1025922,1044359,81
1025922,378758,81
1025922,370564,81
1025922,1042310,81
1025922,765826,81
1025922,125568,81
1025922,501632,81
1025922,1027970,81
1025922,503558,81
1025922,518023,81
1025922,369281,81
1025922,1024641,81
1025922,632710,81
1025922,500352,81
1025922,1027975,81
1025922,1048454,81
1025922,241542,81
1025922,894850,81
1025922,1042310,81
1025922,503682,81
1025922,765826,81
1025922,634754,81
1025922,361350,81
1025922,388996,81
1025922,1032071,81
1025922,125830,81
1025922,763782,81
1025922,1041287,81
1025922,1027974,81
1025922,1041926,81
1025922,1048455,81
1025922,763778,81
1025922,1048454,81
1025922,1025798,81
1025922,386822,81
1025922,362374,81
1025922,1044358,81
1025922,1041285,81
1025922,769952,81
1025922,20733,81
1025922,507782,81
1025922,769927,81
1025922,1041926,81
1025922,1027971,81
1025922,296832,81
1025922,1027975,81
1025922,769922,81
239488,98816,81
239488,427776,81
239488,1048454,81
239488,1048454,81
239488,649730,81
239488,517760,81
239488,765824,81
239488,517895,81
239488,519942,81
239488,1041024,81
239488,634752,81
239488,1044102,81
239488,769920,81
239488,698242,81
239488,501250,81
239488,261638,81
239488,1048454,81
239488,493440,81
239488,769665,81
239488,624518,81
239488,1025926,81
239488,377857,81
239488,385536,81
239488,1044359,81
239488,1043975,81
239488,627336,81
239488,106402,81
239488,508160,81
239488,361350,81
239488,370562,81
239488,1007617,81
239488,634758,81
239488,1032070,81
239488,1027974,81
239488,634498,81
239488,126594,81
239488,123392,81
239488,768647,81
239488,1044359,81
239488,893824,81
239488,626566,81
239488,894598,81
239488,500230,81
239488,385925,81
239488,634754,81
239488,362370,81
239488,1025926,81
239488,1027974,81
239488,1025934,81
239488,370566,81
239488,110466,81
239488,1017734,81
239488,492416,81
239488,630662,81
239488,362372,81
239488,1027975,81
239488,501638,81
239488,427522,81
239488,770946,81
239488,492032,81
239488,624130,81
239488,1044359,81
239488,516992,81
239488,782211,81
239488,761735,81
239488,634760,81
239488,509824,81
239488,632706,81
239488,632455,81
239488,1025927,81
239488,888320,81
239488,257672,81
239488,500480,81
239488,110466,81
239488,765827,81
239488,520070,81
239488,651138,81
239488,107392,81
239488,1048454,81
239488,769926,81
239488,1017735,81
239488,1043335,81
239488,1017632,81
239488,516998,81
239488,1025926,81
239488,630662,81
239488,362241,81
239488,1025923,81
239488,634368,81
239488,757638,81
239488,902790,81
239488,1034117,81
239488,623494,81
239488,634758,81
239488,896518,81
239488,763777,81
239488,313090,81
239488,651142,81
239488,361344,81
239488,769926,81
311808,360960,81
311808,278904,81
311808,624518,81
311808,362374,81
311808,377344,81
311808,327680,81
311808,1040896,81
311808,361984,81
311808,1017607,81
311808,329222,81
311808,621176,81
311808,370566,81
311808,131144,81
311808,353792,81
311808,107398,81
311808,377344,81
311808,632320,81
311808,633472,81
311808,378369,81
311808,123392,81
311808,896934,81
311808,1027974,81
311808,1025922,81
311808,623104,81
311808,1024000,81
311808,624128,81
311808,100224,81
311808,517634,81
311808,501509,81
311808,886662,81
311808,767878,81
311808,279616,81
311808,626304,81
311808,360964,81
311808,493446,81
311808,1041423,81
311808,278528,81
311808,632321,81
311808,370176,81
311808,99328,81
311808,1041280,81
311808,1034118,81
311808,361986,81
311808,385601,81
311808,361350,81
311808,370176,81
311808,278621,81
311808,386948,81
311808,360960,81
311808,49664,81
311808,125442,81
311808,319553,81
311808,123392,81
311808,516866,81
311808,632454,81
311808,409604,81
311808,57856,81
311808,1041286,81
311808,328582,81
311808,517632,81
311808,1042306,81
311808,108034,81
311808,377346,81
311808,377344,81
311808,362240,81
311808,386560,81
311808,295424,81
311808,966664,81
311808,624130,81
311808,1041410,81
311808,361984,81
311808,583554,81
311808,647680,81
311808,508422,81
311808,886278,81
311808,501638,81
311808,385536,81
311808,516608,81
311808,409600,81
311808,344128,81
311808,124418,81
311808,99200,81
311808,967168,81
311808,385536,81
311808,385536,81
311808,337806,81
311808,763398,81
311808,377728,81
311808,507905,81
311808,781952,81
311808,100230,81
311808,623232,81
311808,909318,81
311808,0,81
311808,394241,81
311808,624512,81
311808,1033478,81
311808,361986,81
311808,16898,81
311808,378754,81
754560,632710,81
754560,520070,81
754560,1043328,81
754560,651142,81
754560,1024519,81
754560,648064,81
754560,1041920,81
754560,114688,81
754560,123520,81
754560,636802,81
754560,1027975,81
754560,516608,81
754560,1041921,81
754560,1025927,81
754560,1041031,81
754560,1027974,81
754560,511750,81
754560,1025920,81
754560,626566,81
754560,632709,81
754560,364416,81
754560,1025927,81
754560,1032071,81
754560,1017734,81
754560,369540,81
754560,894853,81
754560,372614,81
754560,361344,81
754560,99204,81
754560,634758,81
754560,1027970,81
754560,499590,81
754560,114566,81
754560,493446,81
754560,1030018,81
754560,363906,81
754560,757638,81
754560,626566,81
754560,638850,81
754560,910848,81
754560,524166,81
754560,902918,81
754560,377344,81
754560,648064,81
754560,518023,81
754560,123776,81
754560,894848,81
754560,648836,81
754560,1027973,81
754560,99136,81
754560,1041280,81
754560,360960,81
754560,886406,81
754560,386946,81
754560,593794,81
754560,485250,81
754560,624518,81
754560,522112,81
754560,493446,81
754560,779136,81
754560,1024902,81
754560,894862,81
754560,1041410,81
754560,362374,81
754560,296832,81
754560,362406,81
754560,117248,81
754560,508802,81
754560,377606,81
754560,372608,81
754560,632322,81
754560,1027983,81
754560,1025920,81
754560,517122,81
754560,626560,81
754560,1025933,81
754560,1017350,81
754560,99840,81
754560,1032071,81
754560,377606,81
754560,654978,81
754560,894470,81
754560,99200,81
754560,632448,81
754560,386822,81
754560,364164,81
754560,1025920,81
754560,378758,81
754560,1027975,81
754560,362368,81
754560,1042051,81
754560,765568,81
754560,125828,81
754560,632705,81
754560,1017350,81
754560,1025927,81
754560,1025664,81
754560,634752,81
754560,1017734,81
754560,385926,81
503687,1025927,81
503687,495495,81
503687,1017734,81
503687,647682,81
503687,1044359,81
503687,1025920,81
503687,1016966,81
503687,130566,81
503687,1027971,81
503687,754182,81
503687,518022,81
503687,493315,81
503687,361216,81
503687,361350,81
503687,1027591,81
503687,99200,81
503687,769927,81
503687,1027974,81
503687,765830,81
503687,361344,81
503687,370566,81
503687,896902,81
503687,378754,81
503687,524166,81
503687,999303,81
503687,249344,81
503687,1032070,81
503687,516995,81
503687,634758,81
503687,634758,81
503687,624262,81
503687,1025926,81
503687,362376,81
503687,1044359,81
503687,634502,81
503687,888705,81
503687,626563,81
503687,385926,81
503687,1027975,81
503687,352257,81
503687,1017730,81
503687,503682,81
503687,114564,81
503687,385542,81
503687,764802,81
503687,1027974,81
503687,385026,81
503687,518016,81
503687,755587,81
503687,49028,81
503687,1032071,81
503687,508801,81
503687,1025926,81
503687,1025669,81
503687,624516,81
503687,1044358,81
503687,1019782,81
503687,503687,81
503687,647682,81
503687,769922,81
503687,508807,81
503687,486276,81
503687,1032071,81
503687,634759,81
503687,377870,81
503687,1032071,81
503687,1042055,81
503687,638854,81
503687,344064,81
503687,501638,81
503687,1027970,81
503687,902784,81
503687,1025923,81
503687,99072,81
503687,501638,81
503687,1025926,81
503687,769922,81
503687,785318,81
503687,894848,81
503687,493446,81
503687,372615,81
503687,106370,81
503687,110470,81
503687,896902,81
503687,1017734,81
503687,362370,81
503687,493440,81
503687,1042310,81
503687,110464,81
503687,1027974,81
503687,786310,81
503687,782215,81
503687,1042310,81
503687,765827,81
503687,1019778,81
503687,1027975,81
503687,1025671,81
503687,501638,81
503687,518022,81
503687,495488,81
369543,632706,81
369543,362370,81
369543,370566,81
369543,524287,81
369543,378758,81
369543,1044359,81
369543,524174,81
369543,769926,81
369543,362242,81
369543,108416,81
369543,372612,81
369543,262402,81
369543,624512,81
369543,511746,81
369543,632580,81
369543,1025922,81
369543,1032071,81
369543,1025923,81
369543,782215,81
369543,517634,81
369543,894854,81
369543,634758,81
369543,370566,81
369543,503682,81
369543,1025926,81
369543,493446,81
369543,886662,81
369543,984460,81
369543,886402,81
369543,370560,81
369543,362372,81
369543,911233,81
369543,109184,81
369543,1042951,81
369543,378630,81
369543,1027975,81
369543,492807,81
369543,1035143,81
369543,769927,81
369543,1041287,81
369543,763776,81
369543,1030022,81
369543,910850,81
369543,1032103,81
369543,1042311,81
369543,1044359,81
369543,1025921,81
369543,1044358,81
369543,520070,81
369543,378374,81
369543,492806,81
369543,1044359,81
369543,492934,81
369543,886534,81
369543,785031,81
369543,378370,81
369543,516994,81
369543,765568,81
369543,1030020,81
369543,517767,81
369543,377734,81
369543,1041287,81
369543,377734,81
369543,362374,81
369543,372614,81
369543,1042054,81
369543,518021,81
369543,362374,81
369543,632710,81
369543,638854,81
369543,493440,81
369543,769926,81
369543,765825,81
369543,1041283,81
369543,1048455,81
369543,1017734,81
369543,903046,81
369543,1025920,81
369543,1025927,81
369543,516994,81
369543,1042309,81
369543,624514,81
369543,640903,81
369543,1044359,81
369543,765442,81
369543,1042947,81
369543,444289,81
369543,1025922,81
369543,654214,81
369543,518016,81
369543,886662,81
369543,638852,81
369543,1025922,81
369543,370566,81
369543,786310,81
369543,520071,81
369543,1025536,81
369543,648064,81
369543,1027975,81
369543,495490,81
1044354,769935,81
1044354,501639,81
1044354,896902,81
1044354,630658,81
1044354,638464,81
1044354,1044359,81
1044354,1027719,81
1044354,765459,81
1044354,518018,81
1044354,361216,81
1044354,329602,81
1044354,1041287,81
1044354,634754,81
1044354,1044358,81
1044354,634754,81
1044354,1025920,81
1044354,769794,81
1044354,763778,81
1044354,501633,81
1044354,1032066,81
1044354,1044101,81
1044354,781959,81
1044354,624262,81
1044354,655238,81
1044354,655238,81
1044354,369543,81
1044354,1025926,81
1044354,1025923,81
1044354,1027974,81
1044354,913287,81
1044354,1027970,81
1044354,1025927,81
1044354,501634,81
1044354,508806,81
1044354,1027971,81
1044354,913284,81
1044354,624518,81
1044354,634758,81
1044354,886656,81
1044354,370566,81
1044354,1027974,81
1044354,1042310,81
1044354,1023872,81
1044354,77568,81
1044354,369537,81
1044354,1029894,81
1044354,370310,81
1044354,1025536,81
1044354,1025922,81
1044354,638596,81
1044354,1027974,81
1044354,362374,81
1044354,650758,81
1044354,634755,81
1044354,1025798,81
1044354,1025538,81
1044354,385664,81
1044354,362374,81
1044354,129541,81
1044354,1044359,81
1044354,769926,81
1044354,785921,81
1044354,368525,81
1044354,1044103,81
1044354,1025921,81
1044354,1032070,81
1044354,632710,81
1044354,1046406,81
1044354,894854,81
1044354,509824,81
1044354,1024641,81
1044354,624386,81
1044354,1024896,81
1044354,640518,81
1044354,386946,81
1044354,630656,81
1044354,520067,81
1044354,910208,81
1044354,638850,81
1044354,1008267,81
1044354,495366,81
1044354,624518,81
1044354,651170,81
1044354,492933,81
1044354,377472,81
1044354,1017730,81
1044354,1024903,81
1044354,634752,81
1044354,1017735,81
1044354,1032135,81
1044354,886662,81
1044354,1025922,81
1044354,110466,81
1044354,1025538,81
1044354,98816,81
1044354,100098,81
1044354,886658,81
1044354,894854,81
1044354,1027970,81
1044354,634759,81
361350,370566,81
361350,386564,81
361350,516612,81
361350,362374,81
361350,245639,81
361350,500608,81
361350,1025665,81
361350,501635,81
361350,362370,81
361350,1017734,81
361350,503686,81
361350,769926,81
361350,651140,81
361350,1041024,81
361350,626566,81
361350,362118,81
361350,632582,81
361350,378628,81
361350,767878,81
361350,516999,81
361350,1034118,81
361350,225152,81
361350,1027974,81
361350,110470,81
361350,493444,81
361350,362368,81
361350,99840,81
361350,1044358,81
361350,370178,81
361350,1025920,81
361350,476934,81
361350,1032711,81
361350,757250,81
361350,1024902,81
361350,637862,81
361350,651142,81
361350,1029894,81
361350,123392,81
361350,115457,81
361350,1024896,81
361350,362370,81
361350,1036167,81
361350,500615,81
361350,1025990,81
361350,113664,81
361350,638850,81
361350,624516,81
361350,632450,81
361350,501635,81
361350,894848,81
361350,634754,81
361350,377094,81
361350,894854,81
361350,427906,81
361350,894854,81
361350,942190,81
361350,765575,81
361350,1027975,81
361350,361350,81
361350,886278,81
361350,508678,81
361350,468482,81
361350,1025922,81
361350,1042306,81
361350,380807,81
361350,769921,81
361350,1041302,81
361350,642946,81
361350,362374,81
361350,114438,81
361350,1044358,81
361350,376706,81
361350,110470,81
361350,516998,81
361350,110470,81
361350,362374,81
361350,1027991,81
361350,1017734,81
361350,385920,81
361350,509831,81
361350,362246,81
361350,636548,81
361350,501634,81
361350,1032079,81
361350,385540,81
361350,376710,81
361350,520066,81
361350,99200,81
361350,1025542,81
361350,510854,81
361350,364418,81
361350,427274,81
361350,1016710,81
361350,104320,81
361350,387975,81
361350,503682,81
361350,370311,81
361350,885250,81
361350,362112,81
361350,765830,81
1017735,1025926,81
1017735,769958,81
1017735,1025927,81
1017735,634754,81
1017735,626454,81
1017735,1025926,81
1017735,1042312,81
1017735,370562,81
1017735,1032071,81
1017735,632706,81
1017735,1025922,81
1017735,1025924,81
1017735,1032066,81
1017735,114566,81
1017735,786055,81
1017735,520066,81
1017735,1025921,81
1017735,630404,81
1017735,503686,81
1017735,632704,81
1017735,102272,81
1017735,390663,81
1017735,634759,81
1017735,503686,81
1017735,1017734,81
1017735,1025922,81
1017735,763782,81
1017735,894592,81
1017735,517760,81
1017735,385927,81
1017735,1017734,81
1017735,99202,81
1017735,1017735,81
1017735,1042307,81
1017735,372610,81
1017735,1042311,81
1017735,361222,81
1017735,385792,81
1017735,638848,81
1017735,632704,81
1017735,385920,81
1017735,1044355,81
1017735,638854,81
1017735,1025930,81
1017735,634758,81
1017735,894854,81
1017735,886658,81
1017735,1048455,81
1017735,508416,81
1017735,1025924,81
1017735,501636,81
1017735,886150,81
1017735,1025921,81
1017735,1025927,81
1017735,524160,81
1017735,516608,81
1017735,1025922,81
1017735,903046,81
1017735,361350,81
1017735,519814,81
1017735,1025155,81
1017735,378758,81
1017735,769543,81
1017735,83856,81
1017735,763778,81
1017735,361984,81
1017735,894854,81
1017735,362374,81
1017735,886534,81
1017735,114566,81
1017735,1025926,81
1017735,769927,81
1017735,913286,81
1017735,1048455,81
1017735,295808,81
1017735,1017217,81
1017735,1025922,81
1017735,116614,81
1017735,1025926,81
1017735,1025922,81
1017735,362374,81
1017735,765826,81
1017735,1025928,81
1017735,1027974,81
1017735,632576,81
1017735,118534,81
1017735,1025926,81
1017735,1025927,81
1017735,106374,81
1017735,1027975,81
1017735,1025930,81
1017735,1025927,81
1017735,99840,81
1017735,1024898,81
1017735,507782,81
1017735,1027983,81
1017735,516998,81
1017735,624514,81
1017735,495495,81
1017735,821126,81
385536,910214,81
385536,638854,81
385536,910208,81
385536,1040898,81
385536,377728,81
385536,893440,81
385536,861824,81
385536,492928,81
385536,378368,81
385536,1025538,81
385536,1025798,81
385536,503686,81
385536,1025024,81
385536,361984,81
385536,378374,81
385536,647680,81
385536,518022,81
385536,361474,81
385536,517633,81
385536,912263,81
385536,503685,81
385536,110210,81
385536,993793,81
385536,42496,81
385536,278544,81
385536,385927,81
385536,475398,81
385536,1041922,81
385536,1016706,81
385536,372608,81
385536,1045376,81
385536,362240,81
385536,90112,81
385536,1041025,81
385536,377344,81
385536,1025670,81
385536,1040902,81
385536,360448,81
385536,1042305,81
385536,443264,81
385536,370176,81
385536,524038,81
385536,1041025,81
385536,378370,81
385536,1026944,81
385536,895876,81
385536,362432,81
385536,1032711,81
385536,377344,81
385536,295945,81
385536,1041921,81
385536,894848,81
385536,500352,81
385536,763779,81
385536,263424,81
385536,1042311,81
385536,385536,81
385536,260608,81
385536,508544,81
385536,493442,81
385536,1040899,81
385536,886272,81
385536,624390,81
385536,655234,81
385536,1041280,81
385536,376836,81
385536,476928,81
385536,492294,81
385536,360960,81
385536,1040898,81
385536,377344,81
385536,492544,81
385536,364423,81
385536,110080,81
385536,516608,81
385536,362241,81
385536,425990,81
385536,523777,81
385536,765830,81
385536,108032,81
385536,765442,81
385536,634754,81
385536,385536,81
385536,385536,81
385536,388868,81
385536,896514,81
385536,516864,81
385536,123394,81
385536,1040902,81
385536,1043974,81
385536,98816,81
385536,517762,81
385536,370434,81
385536,362374,81
385536,1044358,81
385536,591360,81
385536,1025671,81
385536,240257,81
385536,112390,81
385536,501378,81
769959,1042311,81
769959,1021703,81
769959,521092,81
769959,501638,81
769959,1032191,81
769959,1027982,81
769959,894464,81
769959,1032111,81
769959,1027975,81
769959,886663,81
769959,782211,81
769959,634496,81
769959,638464,81
769959,495494,81
769959,769954,81
769959,1042311,81
769959,1027590,81
769959,894854,81
769959,245510,81
769959,122806,81
769959,493446,81
769959,638887,81
769959,362368,81
769959,372614,81
769959,890758,81
769959,1027717,81
769959,1021830,81
769959,501639,81
769959,902792,81
769959,1025926,81
769959,634758,81
769959,769922,81
769959,1044359,81
769959,417279,81
769959,1032071,81
769959,1025670,81
769959,634758,81
769959,1025667,81
769959,650754,81
769959,115584,81
