config_from,config_to,weight
1041288,1017730,17
1041288,1017732,33
1041288,1017733,6
1041288,1017734,77
1041288,1017735,49
1041288,1017736,4
1041288,1017738,12
1041288,1017740,8
1041288,1017741,2
1041288,1017742,13
1041288,1017743,1
1041288,1018760,4
1041288,1019393,6
1041288,1019397,5
1041288,1019653,2
1041288,1019655,2
1041288,1019776,5
1041288,1019784,3
1041288,1020802,1
1041288,1024384,9
1041288,1024519,4
1041288,1024520,9
1041288,1024640,4
1041288,1024641,5
1041288,1024642,5
1041288,1024648,6
1041288,1024768,3
1041288,1024896,47
1041288,1024897,7
1041288,1024898,23
1041288,1024899,24
1041288,1024900,7
1041288,1024901,6
1041288,1024902,28
1041288,1024904,39
1041288,1024905,8
1041288,1024906,15
1041288,1024909,3
1041288,1024910,1
1041288,1024911,8
1041288,1025536,13
1041288,1025538,42
1041288,1025542,2
1041288,1025543,6
1041288,1025664,8
1041288,1025666,8
1041288,1025670,17
1041288,1025671,7
1041288,1025794,3
1041288,1025920,111
1041288,1025922,77
1041288,1025923,3
1041288,1025924,6
1041288,1025926,158
1041288,1025927,67
1041288,1025928,17
1041288,1025929,9
1041288,1025930,8
1041288,1025933,4
1041288,1025934,18
1041288,1026944,10
1041288,1027585,1
1041288,1027712,10
1041288,1027713,1
1041288,1027714,4
1041288,1027842,5
1041288,1027968,18
1041288,1027969,24
1041288,1027970,114
1041288,1027971,8
1041288,1027972,20
1041288,1027973,1
1041288,1027974,78
1041288,1027975,37
1041288,1027978,1
1041288,1027982,3
1041288,1028994,4
1041288,1030016,1
1041288,1030018,1
1041288,1030030,10
1041288,1032066,8
1041288,1032070,6
1041288,1032073,6
1041288,1032105,8
1041288,1032109,3
1041288,1032704,10
1041288,1032832,6
1041288,1032834,5
1041288,1032838,6
1041288,1032960,1
1041288,1032964,1
1041288,1033088,22
1041288,1033089,7
1041288,1033090,1
1041288,1033091,1
1041288,1033092,16
1041288,1033093,5
1041288,1033094,30
1041288,1033095,1
1041288,1033096,24
1041288,1033097,4
1041288,1033098,1
1041288,1033100,1
1041288,1033128,4
1041288,1033734,1
1041288,1033863,1
1041288,1033986,3
1041288,1033990,5
1041288,1034112,1
1041288,1034113,9
1041288,1034115,2
1041288,1034117,1
1041288,1034120,5
1041288,1034122,6
1041288,1034126,7
1041288,1035136,2
1041288,1035138,1
1041288,1035144,1
1041288,1035146,6
1041288,1037188,1
1041288,1037192,2
1041288,1040384,8
1041288,1040392,3
1041288,1040769,3
1041288,1040896,14
1041288,1040897,1
1041288,1040904,16
1041288,1040905,6
1041288,1041024,29
1041288,1041026,1
1041288,1041028,27
1041288,1041030,4
1041288,1041032,38
1041288,1041033,21
1041288,1041034,3
1041288,1041152,11
1041288,1041156,4
1041288,1041158,2
1041288,1041160,3
1041288,1041280,228
1041288,1041281,14
1041288,1041282,57
1041288,1041284,5
1041288,1041286,70
1041288,1041287,22
1041288,1041288,507
1041288,1041289,52
1041288,1041290,44
1041288,1041291,3
1041288,1041292,33
1041288,1041293,14
1041288,1041294,33
1041288,1041314,3
1041288,1041320,2
1041288,1041322,5
1041288,1041665,1
1041288,1041793,3
1041288,1041920,9
1041288,1041922,10
1041288,1042048,12
1041288,1042058,1
1041288,1042176,4
1041288,1042178,3
1041288,1042182,2
1041288,1042184,4
1041288,1042304,43
1041288,1042305,2
1041288,1042306,14
1041288,1042307,1
1041288,1042308,6
1041288,1042310,54
1041288,1042311,22
1041288,1042312,53
1041288,1042313,3
1041288,1042314,1
1041288,1042315,2
1041288,1042316,1
1041288,1042318,3
1041288,1042319,6
1041288,1042338,1
1041288,1043076,2
1041288,1043084,3
1041288,1043206,4
1041288,1043328,6
1041288,1043329,12
1041288,1043330,13
1041288,1043334,16
1041288,1043335,4
1041288,1043336,8
1041288,1043337,1
1041288,1043338,2
1041288,1043341,3
1041288,1043970,13
1041288,1043974,3
1041288,1044096,8
1041288,1044097,5
1041288,1044100,1
1041288,1044108,2
1041288,1044224,1
1041288,1044226,13
1041288,1044230,13
1041288,1044352,29
1041288,1044353,19
1041288,1044354,32
1041288,1044355,2
1041288,1044356,16
1041288,1044357,5
1041288,1044358,44
1041288,1044359,37
1041288,1044360,2
1041288,1044361,6
1041288,1044362,4
1041288,1044364,1
1041288,1044366,10
1041288,1044367,1
1041288,1045002,1
1041288,1045258,3
1041288,1045378,1
1041288,1045380,2
1041288,1045381,1
1041288,1045382,6
1041288,1045384,9
1041288,1045385,3
1041288,1045386,1
1041288,1046026,2
1041288,1046282,1
1041288,1046286,3
1041288,1047424,7
1041288,1047433,3
1041288,1047437,8
1041288,1048334,1
1041288,1048448,5
1041288,1048454,4
1041288,1048457,2
1041288,1048461,3
1041288,1048493,1
1042054,16898,8
1042054,34688,7
1042054,34690,4
1042054,49154,5
1042054,49666,7
1042054,67074,1
1042054,67456,2
1042054,75520,6
1042054,75648,2
1042054,77314,4
1042054,82432,2
1042054,82434,7
1042054,90624,2
1042054,90880,3
1042054,91904,4
1042054,98822,2
1042054,98944,2
1042054,99842,4
1042054,99846,1
1042054,99974,3
1042054,100098,1
1042054,100102,6
1042054,100224,4
1042054,100228,5
1042054,100230,11
1042054,102146,1
1042054,102150,7
1042054,102274,10
1042054,102278,9
1042054,102918,5
1042054,104330,1
1042054,104334,7
1042054,108038,13
1042054,108294,1
1042054,108418,8
1042054,108420,1
1042054,108422,10
1042054,109190,1
1042054,110082,3
1042054,110214,5
1042054,110466,26
1042054,110470,16
1042054,114561,6
1042054,114562,3
1042054,114563,8
1042054,114688,2
1042054,114816,1
1042054,115206,1
1042054,115328,2
1042054,119302,3
1042054,123780,7
1042054,123782,2
1042054,124804,11
1042054,124806,5
1042054,126850,18
1042054,231302,2
1042054,239494,1
1042054,241542,1
1042054,245639,10
1042054,255878,6
1042054,257542,1
1042054,257543,1
1042054,257926,1
1042054,261638,1
1042054,261639,3
1042054,262022,3
1042054,262023,4
1042054,266118,6
1042054,279675,2
1042054,296455,1
1042054,296710,1
1042054,296711,1
1042054,296832,1
1042054,296834,4
1042054,296836,3
1042054,296846,4
1042054,305030,1
1042054,305038,5
1042054,312198,10
1042054,313094,5
1042054,313222,16
1042054,320262,3
1042054,320390,1
1042054,321286,2
1042054,321414,3
1042054,328450,6
1042054,328454,10
1042054,329218,1
1042054,329474,8
1042054,329478,6
1042054,337540,6
1042054,339458,1
1042054,339462,1
1042054,339588,4
1042054,339590,1
1042054,344578,3
1042054,348038,2
1042054,355265,2
1042054,356288,1
1042054,356289,2
1042054,360710,1
1042054,360966,4
1042054,361088,5
1042054,361222,19
1042054,361346,9
1042054,361350,3
1042054,361474,1
1042054,361478,4
1042054,361479,1
1042054,361606,4
1042054,361730,8
1042054,361862,3
1042054,361984,8
1042054,361986,22
1042054,361988,4
1042054,361990,29
1042054,361991,2
1042054,361998,1
1042054,362118,1
1042054,362242,5
1042054,362246,23
1042054,362254,2
1042054,362368,7
1042054,362369,6
1042054,362370,4
1042054,362374,105
1042054,362382,7
1042054,363394,5
1042054,364418,3
1042054,364422,1
1042054,366478,5
1042054,368770,3
1042054,369154,18
1042054,369158,3
1042054,369280,2
1042054,369282,1
1042054,369410,5
1042054,369414,3
1042054,369798,6
1042054,370176,5
1042054,370178,19
1042054,370182,8
1042054,370304,5
1042054,370305,6
1042054,370310,4
1042054,370434,13
1042054,370438,10
1042054,370561,9
1042054,370562,7
1042054,370566,49
1042054,370568,7
1042054,370570,1
1042054,372226,12
1042054,372230,9
1042054,372354,4
1042054,372356,3
1042054,372358,2
1042054,372359,5
1042054,372482,7
1042054,372486,7
1042054,372610,7
1042054,372612,2
1042054,372614,35
1042054,372615,3
1042054,372622,7
1042054,374662,4
1042054,374670,4
1042054,376710,1
1042054,376718,3
1042054,376832,25
1042054,377344,8
1042054,377350,2
1042054,377351,2
1042054,377734,10
1042054,377856,1
1042054,377862,8
1042054,377863,6
1042054,378374,2
1042054,378375,3
1042054,378378,5
1042054,378382,1
1042054,378506,1
1042054,378758,22
1042054,385024,3
1042054,385154,2
1042054,385159,3
1042054,385536,24
1042054,385538,2
1042054,385670,2
1042054,385671,1
1042054,385920,3
1042054,385926,26
1042054,386048,2
1042054,386178,6
1042054,386182,2
1042054,386183,1
1042054,386562,20
1042054,386566,3
1042054,386690,4
1042054,386694,16
1042054,386695,4
1042054,386698,1
1042054,386948,2
1042054,386950,10
1042054,386951,6
1042054,386954,2
1042054,387719,1
1042054,387970,1
1042054,388742,3
1042054,388743,1
1042054,388870,8
1042054,388994,2
1042054,388998,41
1042054,388999,10
1042054,389002,2
1042054,392070,1
1042054,392071,3
1042054,394054,1
1042054,394062,2
1042054,394063,2
1042054,395143,2
1042054,395206,2
1042054,395207,1
1042054,395222,1
1042054,395223,6
1042054,397190,3
1042054,397191,2
1042054,399239,1
1042054,399303,3
1042054,403398,1
1042054,410438,1
1042054,418564,5
1042054,418566,1
1042054,418630,2
1042054,420358,1
1042054,420612,2
1042054,420614,2
1042054,421382,4
1042054,426767,3
1042054,426831,2
1042054,427015,2
1042054,427271,2
1042054,427527,4
1042054,427782,4
1042054,427783,4
1042054,435206,1
1042054,436166,5
1042054,443399,2
1042054,443655,2
1042054,444166,2
1042054,445447,1
1042054,450567,2
1042054,451590,3
1042054,451591,3
1042054,453639,3
1042054,454663,4
1042054,455687,1
1042054,459590,2
1042054,460675,1
1042054,462723,2
1042054,462726,12
1042054,468484,1
1042054,468486,6
1042054,468612,1
1042054,475974,2
1042054,479110,13
1042054,484870,1
1042054,486277,2
1042054,486337,6
1042054,486341,1
1042054,486918,1
1042054,487360,3
1042054,491649,2
1042054,491782,1
1042054,492294,3
1042054,492295,1
1042054,492303,7
1042054,492422,1
1042054,492430,5
1042054,492431,3
1042054,492544,4
1042054,492546,2
1042054,492551,1
1042054,492802,2
1042054,492806,10
1042054,492807,2
1042054,492930,3
1042054,492934,6
1042054,493056,6
1042054,493058,5
1042054,493063,2
1042054,493318,10
1042054,493319,3
1042054,493326,8
1042054,493440,4
1042054,493442,12
1042054,493443,4
1042054,493446,58
1042054,493447,13
1042054,493454,5
1042054,493455,1
1042054,494342,1
1042054,495494,5
1042054,495495,5
1042054,497542,4
1042054,499463,7
1042054,499590,1
1042054,499591,1
1042054,499712,4
1042054,499840,1
1042054,499841,10
1042054,500226,5
1042054,500230,4
1042054,500608,7
1042054,500738,8
1042054,500742,4
1042054,501250,11
1042054,501254,30
1042054,501255,12
1042054,501314,1
1042054,501318,1
1042054,501376,5
1042054,501378,18
1042054,501506,10
1042054,501510,18
1042054,501570,1
1042054,501632,11
1042054,501634,23
1042054,501635,11
1042054,501638,28
1042054,501639,4
1042054,501642,4
1042054,501646,1
1042054,501698,14
1042054,502663,6
1042054,503302,1
1042054,503426,9
1042054,503430,20
1042054,503431,3
1042054,503558,9
1042054,503559,4
1042054,503682,3
1042054,503683,9
1042054,503684,11
1042054,503685,7
1042054,503686,71
1042054,503687,36
1042054,505734,18
1042054,507398,4
1042054,507655,2
1042054,507782,3
1042054,507783,15
1042054,507904,23
1042054,508416,23
1042054,508802,4
1042054,508806,5
1042054,508928,1
1042054,509446,2
1042054,509447,10
1042054,509450,2
1042054,509830,13
1042054,511495,4
1042054,511878,8
1042054,511879,2
1042054,515975,17
1042054,516096,1
1042054,516225,3
1042054,516608,3
1042054,516610,15
1042054,516612,1
1042054,516614,10
1042054,516615,1
1042054,516736,4
1042054,516737,10
1042054,516741,1
1042054,516742,3
1042054,516743,3
1042054,516866,6
1042054,516871,7
1042054,516992,19
1042054,516994,2
1042054,516998,50
1042054,516999,20
1042054,517124,1
1042054,517126,8
1042054,517634,10
1042054,517635,4
1042054,517638,41
1042054,517639,25
1042054,517642,3
1042054,517762,6
1042054,517766,17
1042054,517894,29
1042054,517895,3
1042054,518018,5
1042054,518020,1
1042054,518022,40
1042054,518023,5
1042054,518791,2
1042054,518914,4
1042054,519040,6
1042054,519042,17
1042054,519044,3
1042054,519045,2
1042054,519046,28
1042054,519047,3
1042054,519104,3
1042054,519683,2
1042054,519685,6
1042054,519686,11
1042054,519687,21
1042054,519812,3
1042054,519813,1
1042054,519814,3
1042054,519815,10
1042054,519942,29
1042054,519943,21
1042054,520066,4
1042054,520067,6
1042054,520068,3
1042054,520069,8
1042054,520070,68
1042054,520071,53
1042054,520074,4
1042054,520078,1
1042054,520079,11
1042054,520128,2
1042054,521090,6
1042054,521091,6
1042054,521094,10
1042054,521862,1
1042054,522115,3
1042054,522118,1
1042054,523138,2
1042054,523139,2
1042054,523140,4
1042054,523142,27
1042054,523143,4
1042054,523782,1
1042054,524163,7
1042054,524166,46
1042054,524167,47
1042054,573109,7
1042054,573365,3
1042054,589493,4
1042054,589557,1
1042054,589559,1
1042054,599684,6
1042054,601984,8
1042054,624006,1
1042054,624130,11
1042054,624258,1
1042054,624262,3
1042054,624386,5
1042054,624512,20
1042054,624514,13
1042054,624518,28
1042054,626439,8
1042054,626562,1
1042054,626566,7
1042054,628608,4
1042054,630656,6
1042054,630657,3
1042054,631296,2
1042054,631298,6
1042054,631554,4
1042054,632322,9
1042054,632326,13
1042054,632448,13
1042054,632449,7
1042054,632450,13
1042054,632452,2
1042054,632453,1
1042054,632454,36
1042054,632704,10
1042054,632706,1
1042054,632707,3
1042054,633478,2
1042054,634370,19
1042054,634374,1
1042054,634497,10
1042054,634502,10
1042054,634503,1
1042054,634631,1
1042054,634752,3
1042054,634753,8
1042054,634754,12
1042054,634758,10
1042054,634759,15
1042054,636418,11
1042054,638466,7
1042054,638470,19
1042054,638471,7
1042054,638598,1
1042054,638599,3
1042054,638719,5
1042054,638726,1
1042054,638727,9
1042054,638849,4
1042054,638851,2
1042054,638854,5
1042054,638870,1
1042054,638901,4
1042054,639488,4
1042054,639494,1
1042054,639616,6
1042054,639620,5
1042054,639622,2
1042054,640518,2
1042054,642566,1
1042054,643590,3
1042054,647814,2
1042054,648070,3
1042054,648071,3
1042054,648836,4
1042054,648838,11
1042054,649095,4
1042054,649862,4
1042054,650112,3
1042054,650116,1
1042054,650118,1
1042054,650754,13
1042054,650758,26
1042054,650886,39
1042054,650887,6
1042054,651139,5
1042054,651142,21
1042054,651143,13
1042054,652802,1
1042054,654982,24
1042054,655015,2
1042054,655031,2
1042054,655095,2
1042054,655103,5
1042054,655110,15
1042054,655238,8
1042054,655239,3
1042054,655254,1
1042054,655271,18
1042054,655286,3
1042054,655287,2
1042054,720515,1
1042054,720771,1
1042054,733062,7
1042054,755202,6
1042054,755330,3
1042054,755334,4
1042054,757250,3
1042054,757378,1
1042054,757638,10
1042054,761734,2
1042054,762752,1
1042054,762754,1
1042054,762759,3
1042054,763394,2
1042054,763398,3
1042054,763522,12
1042054,763526,16
1042054,763648,7
1042054,763650,1
1042054,763654,2
1042054,763776,4
1042054,763778,20
1042054,763780,2
1042054,763781,1
1042054,763782,22
1042054,763783,6
1042054,763846,2
1042054,765442,5
1042054,765568,7
1042054,765569,4
1042054,765570,4
1042054,765573,1
1042054,765696,7
1042054,765826,23
1042054,765829,7
1042054,765830,40
1042054,765831,12
1042054,769457,3
1042054,769458,2
1042054,769459,5
1042054,769698,5
1042054,769699,4
1042054,769791,1
1042054,769921,8
1042054,769922,6
1042054,769923,8
1042054,769926,12
1042054,769927,5
1042054,769938,4
1042054,769942,6
1042054,769955,3
1042054,769959,3
1042054,769969,3
1042054,769970,2
1042054,769973,7
1042054,778886,1
1042054,779137,8
1042054,779141,4
1042054,779142,3
1042054,779143,3
1042054,779778,6
1042054,779782,3
1042054,779906,1
1042054,779910,14
1042054,780161,2
1042054,780163,1
1042054,780166,4
1042054,780934,1
1042054,781190,4
1042054,781826,4
1042054,781830,13
1042054,781952,2
1042054,781953,3
1042054,781954,1
1042054,781955,6
1042054,781958,13
1042054,782080,2
1042054,782082,8
1042054,782210,4
1042054,782211,12
1042054,782214,25
1042054,782215,9
1042054,782980,1
1042054,783874,1
1042054,783878,2
1042054,784006,2
1042054,785286,1
1042054,785287,15
1042054,785302,5
1042054,785303,16
1042054,785846,3
1042054,785910,2
1042054,785926,4
1042054,786311,9
1042054,786326,12
1042054,786343,2
1042054,786358,6
1042054,786422,1
1042054,795771,1
1042054,803871,6
1042054,803933,2
1042054,803935,7
1042054,803963,1
1042054,805981,1
1042054,812155,4
1042054,836486,4
1042054,837510,6
1042054,861828,2
1042054,863876,3
1042054,886150,4
1042054,886272,14
1042054,886274,6
1042054,886278,6
1042054,886279,1
1042054,886528,2
1042054,886535,2
1042054,886658,10
1042054,886661,9
1042054,886662,6
1042054,886663,10
1042054,888322,2
1042054,888583,3
1042054,888706,2
1042054,888710,11
1042054,888711,1
1042054,893446,15
1042054,893698,5
1042054,893830,1
1042054,894464,1
1042054,894466,15
1042054,894470,26
1042054,894471,1
1042054,894592,12
1042054,894593,6
1042054,894594,2
1042054,894596,3
1042054,894598,36
1042054,894599,10
1042054,894726,5
1042054,894728,3
1042054,894848,3
1042054,894849,14
1042054,894850,7
1042054,894851,1
1042054,894852,4
1042054,894853,1
1042054,894854,44
1042054,894855,6
1042054,894856,2
1042054,895878,11
1042054,896518,1
1042054,896646,14
1042054,896647,18
1042054,896898,6
1042054,896901,5
1042054,896902,75
1042054,896903,11
1042054,898950,3
1042054,900998,9
1042054,901766,1
1042054,902022,3
1042054,902658,4
1042054,902662,4
1042054,903044,1
1042054,903045,1
1042054,903046,17
1042054,903047,3
1042054,905734,2
1042054,909830,12
1042054,909954,2
1042054,909958,6
1042054,909959,12
1042054,910214,10
1042054,910215,3
1042054,910850,1
1042054,910854,13
1042054,910855,7
1042054,910858,8
1042054,910862,10
1042054,910978,3
1042054,910980,1
1042054,910982,41
1042054,911234,14
1042054,911238,28
1042054,911239,12
1042054,912007,5
1042054,912262,1
1042054,912263,4
1042054,913030,19
1042054,913031,11
1042054,913038,12
1042054,913282,15
1042054,913286,68
1042054,913287,7
1042054,915078,1
1042054,917126,2
1042054,917382,1
1042054,918651,3
1042054,918653,6
1042054,918655,2
1042054,926843,3
1042054,934943,1
1042054,935005,4
1042054,935007,11
1042054,935037,1
1042054,935039,5
1042054,937053,1
1042054,943631,1
1042054,945229,1
1042054,945231,1
1042054,945245,1
1042054,960454,2
1042054,961410,1
1042054,961411,1
1042054,962435,8
1042054,962443,2
1042054,967687,3
1042054,968199,4
1042054,969735,1
1042054,975750,2
1042054,976391,6
1042054,976398,1
1042054,976399,4
1042054,976518,18
1042054,976526,2
1042054,978447,1
1042054,982915,3
1042054,982947,2
1042054,987008,2
1042054,987009,4
1042054,987011,3
1042054,987014,2
1042054,992774,1
1042054,993152,5
1042054,995200,3
1042054,995206,3
1042054,1008719,1
1042054,1009167,1
1042054,1009231,2
1042054,1010767,2
1042054,1016454,5
1042054,1016582,14
1042054,1016583,5
1042054,1016710,4
1042054,1016832,4
1042054,1016834,3
1042054,1016960,1
1042054,1017216,1
1042054,1017344,13
1042054,1017346,32
1042054,1017350,59
1042054,1017472,4
1042054,1017478,6
1042054,1017602,2
1042054,1017606,4
1042054,1017728,28
1042054,1017730,10
1042054,1017733,10
1042054,1017734,70
1042054,1017735,75
1042054,1017762,3
1042054,1017766,20
1042054,1018758,5
1042054,1019776,6
1042054,1019782,3
1042054,1019783,5
1042054,1024002,1
1042054,1024514,4
1042054,1024518,1
1042054,1024640,3
1042054,1024644,5
1042054,1024646,7
1042054,1024770,4
1042054,1024775,2
1042054,1024898,22
1042054,1024901,6
1042054,1024902,50
1042054,1024903,28
1042054,1025026,14
1042054,1025030,10
1042054,1025536,3
1042054,1025538,46
1042054,1025542,75
1042054,1025543,1
1042054,1025666,15
1042054,1025668,3
1042054,1025670,128
1042054,1025671,43
1042054,1025794,6
1042054,1025798,23
1042054,1025799,11
1042054,1025920,30
1042054,1025922,60
1042054,1025923,2
1042054,1025924,4
1042054,1025926,160
1042054,1025927,73
1042054,1025930,3
1042054,1025931,1
1042054,1025958,4
1042054,1025984,3
1042054,1025986,2
1042054,1025990,14
1042054,1026946,4
1042054,1026950,2
1042054,1026951,23
1042054,1027590,33
1042054,1027712,2
1042054,1027714,5
1042054,1027715,5
1042054,1027718,34
1042054,1027719,17
1042054,1027842,4
1042054,1027846,20
1042054,1027968,1
1042054,1027970,30
1042054,1027971,27
1042054,1027972,10
1042054,1027973,2
1042054,1027974,129
1042054,1027975,181
1042054,1028737,3
1042054,1029766,11
1042054,1030022,2
1042054,1030023,1
1042054,1030055,2
1042054,1031942,3
1042054,1032068,1
1042054,1032069,2
1042054,1032070,42
1042054,1032071,48
1042054,1032103,11
1042054,1032326,3
1042054,1032578,2
1042054,1032582,1
1042054,1032710,1
1042054,1032838,5
1042054,1033090,4
1042054,1033094,5
1042054,1033095,3
1042054,1033730,15
1042054,1033734,25
1042054,1033735,4
1042054,1033738,1
1042054,1033862,3
1042054,1034114,8
1042054,1034118,32
1042054,1034119,14
1042054,1034183,2
1042054,1036166,9
1042054,1036167,4
1042054,1036806,7
1042054,1036934,5
1042054,1040642,4
1042054,1040770,1
1042054,1040896,9
1042054,1040898,9
1042054,1040900,1
1042054,1040902,87
1042054,1041024,10
1042054,1041025,2
1042054,1041026,2
1042054,1041027,3
1042054,1041028,12
1042054,1041029,1
1042054,1041030,92
1042054,1041031,27
1042054,1041154,1
1042054,1041158,3
1042054,1041159,1
1042054,1041282,17
1042054,1041283,8
1042054,1041284,4
1042054,1041286,119
1042054,1041287,71
1042054,1041414,1
1042054,1041920,2
1042054,1041922,32
1042054,1041923,1
1042054,1041926,142
1042054,1041927,50
1042054,1041930,4
1042054,1041934,4
1042054,1042050,15
1042054,1042052,8
1042054,1042054,403
1042054,1042055,37
1042054,1042062,8
1042054,1042182,22
1042054,1042183,10
1042054,1042306,50
1042054,1042308,6
1042054,1042310,217
1042054,1042311,71
1042054,1042343,3
1042054,1042375,1
1042054,1042946,3
1042054,1042950,12
1042054,1043078,3
1042054,1043079,11
1042054,1043330,3
1042054,1043331,4
1042054,1043334,21
1042054,1043335,19
1042054,1043970,13
1042054,1043974,70
1042054,1043975,6
1042054,1043982,5
1042054,1043998,3
1042054,1044096,4
1042054,1044098,7
1042054,1044100,6
1042054,1044102,86
1042054,1044103,42
1042054,1044110,5
1042054,1044226,2
1042054,1044230,8
1042054,1044231,1
1042054,1044354,24
1042054,1044355,12
1042054,1044357,12
1042054,1044358,159
1042054,1044359,236
1042054,1045121,4
1042054,1045124,3
1042054,1045125,2
1042054,1045126,4
1042054,1045377,1
1042054,1045382,3
1042054,1045383,2
1042054,1046150,13
1042054,1046158,1
1042054,1046406,2
1042054,1046407,5
1042054,1046439,1
1042054,1047174,22
1042054,1047425,1
1042054,1047427,2
1042054,1048198,4
1042054,1048199,1
1042054,1048451,7
1042054,1048454,12
1042054,1048455,41
1042054,1048483,1
1044356,34695,2
1044356,42631,2
1044356,42887,1
1044356,49024,1
1044356,58246,1
1044356,60290,8
1044356,60294,3
1044356,97794,5
1044356,99206,2
1044356,99970,4
1044356,100098,5
1044356,100102,3
1044356,100224,7
1044356,100226,1
1044356,100228,1
1044356,100230,2
1044356,100231,2
1044356,102144,10
1044356,102146,1
1044356,102274,20
1044356,102278,18
1044356,102279,5
1044356,102338,2
1044356,106118,3
1044356,106370,7
1044356,106374,5
1044356,107398,1
1044356,108416,2
1044356,110464,13
1044356,110471,5
1044356,113542,1
1044356,113543,3
1044356,114310,17
1044356,114560,4
1044356,114566,5
1044356,115590,12
1044356,116486,2
1044356,116612,1
1044356,116614,5
1044356,118534,9
1044356,118662,1
1044356,119686,5
1044356,121602,2
1044356,122758,1
1044356,122790,2
1044356,123778,2
1044356,123782,9
1044356,124806,3
1044356,125442,4
1044356,126466,7
1044356,126720,2
1044356,126722,2
1044356,126848,12
1044356,126850,2
1044356,126854,9
1044356,126855,2
1044356,127878,2
1044356,128902,6
1044356,129794,1
1044356,129922,4
1044356,129926,1
1044356,130562,6
1044356,130566,8
1044356,130818,1
1044356,130946,8
1044356,130950,9
1044356,130982,8
1044356,180096,3
1044356,180098,1
1044356,191361,1
1044356,191362,4
1044356,191365,2
1044356,195458,1
1044356,196482,1
1044356,233350,4
1044356,237314,2
1044356,241280,1
1044356,241284,4
1044356,241536,5
1044356,241537,1
1044356,241538,5
1044356,241540,7
1044356,245382,5
1044356,245506,2
1044356,245632,5
1044356,245633,7
1044356,245634,4
1044356,245636,3
1044356,245638,13
1044356,249734,1
1044356,252674,1
1044356,253830,1
1044356,253862,1
1044356,257920,2
1044356,257924,1
1044356,257927,7
1044356,258816,3
1044356,262018,10
1044356,262054,1
1044356,265984,6
1044356,265992,2
1044356,287622,9
1044356,305026,4
1044356,305030,5
1044356,312192,2
1044356,314246,1
1044356,315270,9
1044356,320384,1
1044356,320390,4
1044356,321414,2
1044356,331520,1
1044356,339712,2
1044356,361222,2
1044356,361348,6
1044356,361350,23
1044356,361351,12
1044356,362114,1
1044356,362242,10
1044356,362246,11
1044356,362368,8
1044356,362369,1
1044356,362370,26
1044356,362372,1
1044356,362374,29
1044356,362375,3
1044356,363270,4
1044356,363396,1
1044356,363398,2
1044356,363404,3
1044356,363406,3
1044356,364294,7
1044356,364418,5
1044356,364422,42
1044356,364423,5
1044356,369154,5
1044356,369542,2
1044356,370178,16
1044356,370304,1
1044356,370306,2
1044356,370432,1
1044356,370434,2
1044356,370560,18
1044356,370561,8
1044356,370562,1
1044356,370564,2
1044356,370566,6
1044356,372480,3
1044356,372482,16
1044356,372608,6
1044356,372612,9
1044356,372614,19
1044356,372615,3
1044356,374400,4
1044356,374402,2
1044356,374658,1
1044356,374660,6
1044356,376704,2
1044356,376710,6
1044356,376711,2
1044356,377600,10
1044356,377728,12
1044356,377730,6
1044356,377734,12
1044356,378624,1
1044356,378626,1
1044356,378630,4
1044356,378752,6
1044356,378753,5
1044356,378754,18
1044356,378757,3
1044356,378758,3
1044356,378759,1
1044356,379654,8
1044356,379776,1
1044356,379782,11
1044356,379790,1
1044356,380678,5
1044356,380800,5
1044356,380802,1
1044356,380806,4
1044356,385536,2
1044356,385538,6
1044356,385920,16
1044356,385921,1
1044356,385922,1
1044356,385924,28
1044356,385926,5
1044356,386051,2
1044356,386055,4
1044356,386944,13
1044356,386945,3
1044356,386946,1
1044356,386948,17
1044356,386949,6
1044356,386950,16
1044356,387969,7
1044356,387972,1
1044356,387974,7
1044356,388742,2
1044356,388866,6
1044356,388870,2
1044356,388992,3
1044356,388994,3
1044356,388996,23
1044356,388997,6
1044356,388998,47
1044356,388999,8
1044356,392710,3
1044356,393092,5
1044356,393094,18
1044356,396296,2
1044356,396552,2
1044356,397064,3
1044356,429056,1
1044356,429064,7
1044356,445318,2
1044356,449414,2
1044356,450560,1
1044356,450561,2
1044356,450564,8
1044356,450565,3
1044356,450567,1
1044356,450569,1
1044356,451456,5
1044356,451588,2
1044356,451589,1
1044356,453509,2
1044356,453511,1
1044356,457605,9
1044356,457606,4
1044356,457607,4
1044356,468740,9
1044356,468741,3
1044356,468864,1
1044356,468868,3
1044356,469888,2
1044356,484224,1
1044356,485121,2
1044356,485125,1
1044356,485248,4
1044356,486272,2
1044356,491904,7
1044356,492416,14
1044356,492417,8
1044356,492420,1
1044356,492421,5
1044356,492423,28
1044356,493314,22
1044356,493318,18
1044356,493440,12
1044356,493441,4
1044356,493442,19
1044356,493443,4
1044356,493444,4
1044356,493446,37
1044356,493447,18
1044356,494468,2
1044356,494470,4
1044356,495366,11
1044356,495488,12
1044356,495492,10
1044356,495494,49
1044356,495495,5
1044356,495502,4
1044356,496512,2
1044356,496514,5
1044356,497536,7
1044356,497538,2
1044356,499590,4
1044356,499598,7
1044356,500096,1
1044356,500480,1
1044356,500608,13
1044356,500609,8
1044356,500610,3
1044356,500612,4
1044356,500614,10
1044356,500615,4
1044356,501248,1
1044356,501251,1
1044356,501252,1
1044356,501255,1
1044356,501504,1
1044356,501506,1
