config_id,config_prob,remain_prob
634370,0.001617233839734732,0.843232100759702
503558,0.0004054697728532024,0.7584634771035875
632448,0.0015030704065411486,0.8271918218527619
782214,0.001473504194151267,0.7847282003611059
634754,0.005174960633897541,0.8502872953887737
651170,3.8242339712933095e-5,0.7521609847488897
786306,0.0006136925800234235,0.7931035412144487
1032071,0.004413117654503879,0.8565410918344567
508800,0.0007166654120458127,0.8105172955350204
652162,9.172349647810147e-6,0.6791064897961296
634502,0.0012195676700011635,0.8118459369547484
631680,0.0005386141260158894,0.7898472225798591
636806,0.00024104769645570407,0.7816072955888664
650752,0.0006862486678526397,0.820538744054655
114566,0.0018159689143334105,0.8437923645971973
896898,0.0007563055255279671,0.7542277858505001
634498,0.001210499436965837,0.7999928967176777
372614,0.0026386628540408736,0.8069917378991558
76672,9.334556260697102e-6,0.7293291016650156
126464,0.0005363686425263123,0.8194900024875287
110464,0.0017574280257117918,0.8333972032108317
114560,0.000629282891097939,0.828093917227682
388999,0.0004313623088195252,0.7867458367205632
436102,8.023924443252271e-5,0.7591487482911901
978831,8.359434482168514e-6,0.7599186510587449
633472,0.00012314927345854237,0.7618002395426172
108416,0.0010546160566952967,0.7909749443091068
1041286,0.003237069832592035,0.845507382507628
638848,0.0010206562166065298,0.8254707510520976
385920,0.0016655593824784637,0.8346013534384535
765442,0.000609447881605865,0.8036432988497025
648838,0.00015498763457300104,0.7322941313879409
522118,0.00017792973601591188,0.754507866221806
763522,0.00018728899807249138,0.7259749326371376
109440,0.00018050322508754102,0.7683734969787042
894855,0.000991001939638361,0.798094374189078
516998,0.0027806246424717366,0.8366096170639332
110470,0.0023101912689051473,0.8186864273139999
125826,0.0001262335596655702,0.7452349204644567
638886,0.0008522095495138086,0.8430135048788876
632710,0.0023283269739129394,0.8118163435613344
100226,0.0010623587307424923,0.7977393979387883
519686,0.0004078530700112048,0.7863800563006034
632706,0.0021883741317576186,0.8104524435176423
1042054,0.0005861424148291004,0.7638579939291679
499462,5.429315399093902e-5,0.7550832519334161
1044356,0.0003070794281618122,0.7526132395899631
126592,0.0002176106783307523,0.7647975104885427
260992,5.7002748902885995e-5,0.7686437087950628
1041024,0.0004654442284103639,0.7937906796283856
910982,0.00030877572907904373,0.7421626735170574
377600,0.0006179837755282376,0.8016366062863927
493447,0.0014915498781163767,0.8222004187769661
385926,0.002232641416409245,0.8382041814919642
911239,0.00027544933788251183,0.7540935458739944
1041288,3.6225412064717003e-5,0.7842110815165314
501506,0.00046350946796337077,0.7536051116671998
1047431,0.00029541790026959484,0.7988998309478442
1017346,0.0006849181754460597,0.8009198509915016
894598,0.0007983130974581936,0.7796380262469677
362112,0.0004943829668784584,0.7819807208543649
518918,0.0001293761706436355,0.7525006018597322
765831,0.0030048739608806675,0.8295119544265188
517126,4.243646352881618e-5,0.7358610162344676
1042305,0.0003017314392619401,0.7593559641531313
902020,8.282327029734564e-5,0.7281179129747632
692102,9.468592520090265e-6,0.7009582997098047
1041280,0.001188082656019762,0.8245950980224711
507778,0.0002067957659745328,0.7535447409764902
520065,0.00021940697538875762,0.7738873158573754
516997,0.000280458984207022,0.7865876794200571
508678,0.00047695698835784235,0.7956463827818472
0,0.00011809968322648756,0.8237454941868039
517638,0.0004967789400407025,0.766556510514053
757638,0.00035403158364627095,0.7537204689614311
886272,0.0008739158220216457,0.8060192049778427
372610,0.000593607090531631,0.7450523360032337
1017606,0.0008827806239005751,0.7976307383901929
769922,0.0024584266922579143,0.8401116122551207
1048230,1.641139550397463e-5,0.7290859960076942
1031046,0.00010658078879532592,0.7487151566935957
976775,9.699450824469037e-5,0.7868271608651585
493446,0.005407199095999345,0.8412069296668004
296836,7.650862220278641e-5,0.7752493114896952
