config_from,config_to,t_to,sample_to
654262,377606,10,2
517638,377606,10,2
347910,377606,10,2
376832,377606,10,2
376838,377606,10,2
484230,377606,10,2
376838,377606,10,2
361984,377606,10,2
376838,377607,10,2
311808,377608,10,0
385926,377728,10,2
311808,377728,10,2
885632,377728,10,2
1025795,377728,10,2
377348,377728,10,2
377348,377728,10,2
115332,377728,10,2
1025924,377728,10,2
517632,377728,10,2
503682,377728,10,2
902020,377728,10,2
360960,377728,10,2
902020,377728,10,2
902020,377728,10,2
508800,377728,10,2
100224,377728,10,2
518918,377728,10,2
516865,377728,10,2
361984,377728,10,2
114560,377728,10,2
626566,377728,10,2
754560,377728,10,2
516865,377728,10,2
123399,377728,10,2
362112,377728,10,2
100225,377728,10,2
508800,377728,10,2
100225,377728,10,2
508800,377728,10,2
361346,377728,10,2
369280,377728,10,2
1041024,377728,10,2
500224,377728,10,2
76672,377728,10,2
1041287,377728,10,2
1041024,377728,10,2
0,377728,10,2
491520,377728,10,2
109440,377728,10,2
385536,377728,10,2
1041286,377728,10,2
1016322,377728,10,2
1033090,377728,10,2
376832,377728,10,2
376832,377728,10,2
100224,377728,10,2
902020,377728,10,2
754560,377728,10,2
516997,377728,10,2
754560,377728,10,2
311808,377730,10,2
376838,377730,10,2
109440,377732,10,2
1024903,377732,10,2
1041280,377732,10,2
376838,377732,10,2
1042305,377732,10,2
76672,377732,10,2
370564,377732,10,2
518918,377732,10,2
1040902,377732,10,2
361346,377732,10,2
361344,377732,10,2
362374,377732,10,2
377600,377732,10,2
347910,377732,10,2
633728,377732,10,2
362376,377732,10,2
524175,377734,10,2
385536,377734,10,2
902020,377734,10,2
508800,377734,10,2
1024903,377734,10,2
115332,377734,10,2
508678,377734,10,2
360960,377734,10,2
636806,377734,10,2
362376,377734,10,2
376832,377734,10,2
1017478,377734,10,2
361350,377734,10,2
787334,377734,10,2
516998,377734,10,2
1048455,377734,10,2
516865,377734,10,2
372614,377734,10,2
516997,377734,10,2
515974,377734,10,2
123399,377734,10,2
376838,377734,10,2
508678,377734,10,2
376832,377734,10,2
632706,377734,10,2
1044358,377734,10,2
125826,377734,10,2
886660,377734,10,2
787334,377734,10,2
517126,377734,10,2
976775,377734,10,2
648070,377734,10,2
484230,377734,10,2
1033990,377734,10,2
377350,377734,10,2
648070,377734,10,2
376838,377734,10,2
508800,377734,10,2
0,377734,10,2
377350,377734,10,2
361344,377734,10,2
392710,377734,10,2
115332,377734,10,2
648070,377734,10,2
123399,377734,10,2
886274,377734,10,2
370630,377734,10,2
361344,377744,10,0
360960,377856,10,0
1040902,377856,10,0
115332,377856,10,0
654848,377856,10,0
392710,377860,10,0
491520,377862,10,0
376838,377862,10,0
377348,378368,10,1
1016832,378368,10,1
377348,378368,10,1
1025539,378368,10,1
347910,378368,10,1
361344,378368,10,1
1016322,378368,10,1
524289,378368,10,1
117248,378368,10,1
516608,378368,10,1
117248,378368,10,1
362112,378368,10,1
311808,378368,10,1
362112,378368,10,1
558594,378368,10,1
385536,378368,10,1
377348,378368,10,1
99840,378368,10,1
886274,378368,10,1
517632,378368,10,1
1041024,378368,10,1
370438,378368,10,1
360960,378368,10,1
517632,378368,10,1
362112,378368,10,1
508422,378368,10,1
117248,378368,10,1
377600,378368,10,1
886272,378368,10,1
500224,378368,10,1
377600,378368,10,1
377600,378368,10,1
369280,378368,10,1
361472,378368,10,1
32768,378368,10,1
0,378368,10,1
262144,378368,10,1
361472,378368,10,1
361472,378368,10,1
517126,378368,10,1
361472,378368,10,1
100226,378368,10,1
361472,378368,10,1
377350,378368,10,1
491520,378368,10,1
376838,378368,10,1
126592,378370,10,1
377600,378370,10,1
632322,378370,10,1
377350,378370,10,1
311808,378370,10,1
558594,378370,10,1
385536,378372,10,1
1025538,378372,10,1
377348,378374,10,1
1040902,378374,10,1
123399,378374,10,1
377350,378374,10,1
517126,378374,10,1
361472,378374,10,1
886278,378374,10,1
1040902,378374,10,1
115332,378374,10,1
902020,378374,10,1
100226,378374,10,1
911238,378374,10,1
450567,378374,10,1
517638,378374,10,1
123399,378374,10,1
508422,378374,10,1
1016839,378374,10,1
123399,378374,10,1
117248,378624,10,2
117248,378624,10,2
376832,378624,10,2
491520,378624,10,2
361984,378626,10,2
376838,378628,10,2
362368,378628,10,2
1040902,378630,10,2
508422,378630,10,2
450567,378630,10,2
377350,378630,10,2
508422,378630,10,2
115332,378630,10,2
376838,378630,10,2
329222,378630,10,2
123399,378630,10,2
1033990,378630,10,2
362374,378630,10,2
362112,378630,10,2
508422,378630,10,2
123399,378630,10,2
99840,378630,10,2
886278,378630,10,2
632320,378630,10,2
376838,378638,10,0
911238,378752,10,2
362368,378752,10,2
508800,378752,10,2
631680,378752,10,2
362370,378752,10,2
100225,378752,10,2
377600,378752,10,2
361344,378752,10,2
902020,378752,10,2
100226,378752,10,2
377600,378752,10,2
886274,378752,10,2
501377,378752,10,2
362242,378752,10,2
378758,378752,10,2
886658,378752,10,2
76672,378752,10,2
370630,378752,10,2
633728,378752,10,2
385920,378752,10,2
500224,378752,10,2
1048454,378752,10,2
632322,378754,10,2
377350,378754,10,2
362376,378756,10,2
385920,378756,10,2
634754,378756,10,2
126464,378756,10,2
886663,378756,10,2
886658,378758,10,2
911238,378758,10,2
362112,378758,10,2
516998,378758,10,2
493446,378758,10,2
522118,378758,10,2
911238,378758,10,2
787334,378758,10,2
123399,378758,10,2
493447,378758,10,2
117248,378758,10,2
1025926,378758,10,2
362112,378758,10,2
1017735,378758,10,2
372614,378758,10,2
385926,378758,10,2
385926,378758,10,2
507778,378758,10,2
507778,378758,10,2
886278,378758,10,2
370438,378758,10,2
385536,378758,10,2
787334,378758,10,2
378758,378758,10,2
385926,378758,10,2
329222,378758,10,2
378758,378758,10,2
1017735,378758,10,2
370438,378758,10,2
886663,378758,10,2
378758,378758,10,2
361350,378758,10,2
99840,378758,10,2
100226,378758,10,2
362368,378758,10,2
516865,378758,10,2
361350,378758,10,2
118534,378758,10,2
436102,378758,10,2
392710,378758,10,2
911238,378758,10,2
378758,378758,10,2
377350,378758,10,2
360960,378758,10,2
1017732,378758,10,2
655238,378758,10,2
126854,378758,10,2
1016839,378758,10,2
362242,378758,10,2
100224,378758,10,2
902020,378758,10,2
370564,378758,10,2
126464,378758,10,2
508678,378758,10,2
519815,378758,10,2
1027842,378758,10,2
114566,378758,10,2
122758,378758,10,2
886660,378758,10,2
508422,378758,10,2
503682,378758,10,2
1027982,378758,10,2
377350,378758,10,2
361344,378758,10,2
508678,378758,10,2
632710,378758,10,2
944007,378758,10,2
501506,378758,10,2
484230,378758,10,2
1025927,378758,10,2
376838,378758,10,2
501634,378758,10,2
364420,378758,10,2
362370,378758,10,2
377350,378758,10,2
362246,378758,10,2
759687,378758,10,2
516995,378758,10,2
377348,378758,10,2
115332,378758,10,2
1047431,379782,10,2
508422,380422,10,1
260992,380800,10,2
100225,380806,10,2
100225,380806,10,2
913286,380806,10,2
894598,380806,10,2
362382,380806,10,2
516865,381440,10,1
369280,381440,10,1
376838,381702,10,1
0,385024,10,0
0,385024,10,0
126464,385024,10,0
1016833,385024,10,0
524289,385024,10,0
377600,385024,10,0
516608,385024,10,0
117248,385024,10,0
376838,385030,10,0
885632,385536,10,1
1040896,385536,10,1
99840,385536,10,1
377348,385536,10,1
508800,385536,10,1
126592,385536,10,1
500224,385536,10,1
377348,385536,10,1
377348,385536,10,1
885632,385536,10,1
500224,385536,10,1
500224,385536,10,1
500224,385536,10,1
516865,385536,10,1
1041920,385536,10,1
123399,385536,10,1
377348,385536,10,1
1040896,385536,10,1
500224,385536,10,1
377348,385536,10,1
500224,385536,10,1
500224,385536,10,1
516865,385536,10,1
1041920,385536,10,1
361472,385536,10,1
517126,385536,10,1
631680,385536,10,1
508422,385536,10,1
491520,385536,10,1
385536,385536,10,1
516608,385536,10,1
491520,385536,10,1
32768,385536,10,1
369280,385536,10,1
115332,385536,10,1
886278,385536,10,1
385920,385536,10,1
115332,385536,10,1
115332,385536,10,1
311808,385536,10,1
385920,385536,10,1
491520,385536,10,1
123399,385536,10,1
508678,385536,10,1
123399,385536,10,1
360960,385536,10,1
519686,385536,10,1
385536,385536,10,1
1016833,385536,10,1
0,385536,10,1
32768,385536,10,1
32768,385536,10,1
1040896,385536,10,1
385536,385536,10,1
32768,385536,10,1
377348,385536,10,1
1041920,385536,10,1
1040896,385536,10,1
377600,385536,10,1
392710,385536,10,1
517126,385536,10,1
633472,385536,10,1
362368,385536,10,1
517638,385536,10,1
385920,385536,10,1
500224,385536,10,1
491520,385536,10,1
508678,385536,10,1
361984,385536,10,1
652162,385536,10,1
500224,385536,10,1
1041920,385536,10,1
491520,385536,10,1
115332,385536,10,1
262144,385536,10,1
311808,385536,10,1
1041922,385536,10,1
311808,385536,10,1
108416,385536,10,1
117248,385536,10,1
117248,385536,10,1
377600,385536,10,1
311808,385536,10,1
370438,385536,10,1
311808,385536,10,1
1044097,385536,10,1
123399,385536,10,1
516997,385536,10,1
360960,385536,10,1
376838,385536,10,1
99840,385536,10,1
377600,385536,10,1
632448,385536,10,1
369280,385536,10,1
362112,385536,10,1
1041024,385536,10,1
123399,385536,10,1
126464,385536,10,1
362112,385536,10,1
376838,385536,10,1
329222,385536,10,1
361984,385536,10,1
519686,385536,10,1
632320,385536,10,1
632706,385536,10,1
886272,385536,10,1
377600,385536,10,1
450567,385536,10,1
126592,385536,10,1
376832,385536,10,1
376832,385536,10,1
517126,385536,10,1
377350,385536,10,1
376832,385536,10,1
376832,385536,10,1
516608,385536,10,1
117248,385536,10,1
262144,385536,10,1
311808,385536,10,1
360960,385536,10,1
508800,385536,10,1
117248,385536,10,1
117248,385536,10,1
117248,385536,10,1
369280,385536,10,1
910982,385536,10,1
117248,385536,10,1
369280,385536,10,1
763522,385536,10,1
376838,385536,10,1
632320,385536,10,1
885632,385536,10,1
377348,385536,10,1
1040896,385536,10,1
450567,385536,10,1
360960,385536,10,1
1040896,385536,10,1
902020,385536,10,1
311808,385536,10,1
754560,385536,10,1
361984,385536,10,1
1040896,385536,10,1
377348,385536,10,1
654848,385536,10,1
360960,385536,10,1
377350,385536,10,1
654848,385536,10,1
377348,385536,10,1
377350,385536,10,1
126464,385536,10,1
516865,385536,10,1
516865,385536,10,1
650752,385536,10,1
1040902,385536,10,1
117248,385536,10,1
508678,385536,10,1
115332,385536,10,1
115332,385536,10,1
516608,385536,10,1
115332,385536,10,1
377350,385536,10,1
362112,385536,10,1
1040896,385536,10,1
516608,385536,10,1
1041920,385536,10,1
516865,385538,10,1
1041922,385538,10,1
376832,385538,10,1
1041024,385538,10,1
650754,385538,10,1
516865,385538,10,1
1040902,385538,10,1
517632,385538,10,1
126464,385538,10,1
376832,385538,10,1
517632,385538,10,1
1040896,385538,10,1
1040896,385538,10,1
311808,385538,10,1
1041288,385540,10,1
376832,385540,10,1
508800,385540,10,1
517632,385540,10,1
377348,385540,10,1
117248,385540,10,1
886278,385540,10,1
117248,385540,10,1
516865,385540,10,1
1041024,385540,10,1
1025539,385540,10,1
361346,385540,10,1
376838,385542,10,1
654848,385542,10,1
123399,385542,10,1
311808,385542,10,1
450567,385542,10,1
558594,385542,10,1
377348,385542,10,1
450567,385542,10,1
1011200,385542,10,1
508678,385542,10,1
1041926,385542,10,1
377348,385542,10,1
1041926,385542,10,1
377350,385542,10,1
377600,385542,10,1
377350,385542,10,1
1041920,385542,10,1
508422,385542,10,1
910854,385542,10,1
123399,385542,10,1
1041024,385544,10,0
377348,385600,10,0
1041280,385664,10,1
32768,385664,10,1
361984,385664,10,1
32768,385664,10,1
1041280,385664,10,1
385536,385664,10,1
360960,385664,10,1
123399,385664,10,1
652162,385664,10,1
491520,385664,10,1
126464,385666,10,1
508800,385668,10,1
385536,385668,10,1
508422,385670,10,1
0,385670,10,1
370438,385670,10,1
508800,385670,10,1
377348,385792,10,2
377348,385792,10,2
516608,385792,10,2
377348,385792,10,2
125826,385792,10,2
503682,385792,10,2
524165,385792,10,2
109440,385792,10,2
360960,385792,10,2
385920,385792,10,2
100225,385792,10,2
517632,385792,10,2
508800,385794,10,2
654848,385794,10,2
1041288,385798,10,2
650759,385798,10,2
362246,385798,10,2
362242,385798,10,2
902020,385798,10,2
516608,385798,10,2
508422,385798,10,2
123399,385798,10,2
262144,385920,10,2
508800,385920,10,2
117248,385920,10,2
1044097,385920,10,2
517632,385920,10,2
1041280,385920,10,2
385920,385920,10,2
1025795,385920,10,2
902020,385920,10,2
902020,385920,10,2
508800,385920,10,2
118534,385920,10,2
385920,385920,10,2
1027969,385920,10,2
125826,385920,10,2
508422,385920,10,2
370564,385920,10,2
1041024,385920,10,2
508422,385920,10,2
1025795,385920,10,2
631680,385920,10,2
385920,385920,10,2
631680,385920,10,2
362376,385920,10,2
126592,385920,10,2
115332,385920,10,2
1041280,385920,10,2
377600,385920,10,2
369280,385920,10,2
763782,385920,10,2
362112,385920,10,2
1041280,385920,10,2
1025665,385920,10,2
260992,385920,10,2
1041288,385920,10,2
1041024,385920,10,2
516865,385920,10,2
516865,385920,10,2
516865,385920,10,2
1041280,385920,10,2
311808,385920,10,2
450567,385920,10,2
361344,385920,10,2
517632,385920,10,2
911238,385920,10,2
369543,385920,10,2
1011200,385920,10,2
377600,385920,10,2
491520,385920,10,2
632322,385920,10,2
369280,385920,10,2
239488,385920,10,2
516608,385920,10,2
1025926,385920,10,2
76672,385920,10,2
385926,385922,10,2
516865,385922,10,2
516865,385922,10,2
1041920,385924,10,2
484230,385924,10,2
520071,385924,10,2
484230,385924,10,2
377600,385924,10,2
520071,385924,10,2
385920,385924,10,2
1033090,385924,10,2
362368,385924,10,2
123399,385924,10,2
911239,385924,10,2
484230,385924,10,2
329222,385926,10,2
516998,385926,10,2
1017478,385926,10,2
362368,385926,10,2
894855,385926,10,2
516997,385926,10,2
347910,385926,10,2
516998,385926,10,2
516865,385926,10,2
910982,385926,10,2
896898,385926,10,2
1033090,385926,10,2
1017606,385926,10,2
648070,385926,10,2
648070,385926,10,2
362368,385926,10,2
1033090,385926,10,2
115332,385926,10,2
1041288,385926,10,2
450567,385926,10,2
558594,385926,10,2
1033090,385926,10,2
503687,385926,10,2
377350,385926,10,2
754560,385926,10,2
648838,385926,10,2
377600,385926,10,2
517638,385926,10,2
894855,385926,10,2
524167,385926,10,2
1033090,385926,10,2
376838,385926,10,2
109440,385926,10,2
516995,385926,10,2
516997,385926,10,2
517638,385926,10,2
385926,385926,10,2
652162,385926,10,2
944007,385926,10,2
516995,385926,10,2
894598,385926,10,2
484230,385926,10,2
362246,385926,10,2
520071,385926,10,2
392710,385926,10,2
516995,385926,10,2
377348,385926,10,2
370438,385926,10,2
519815,385926,10,2
886272,385926,10,2
885632,385926,10,2
1043334,385926,10,2
655286,385926,10,2
633472,385926,10,2
1025924,385926,10,2
634374,385926,10,2
763782,385926,10,2
1017735,385926,10,2
518918,385926,10,2
1027719,385926,10,2
388998,385926,10,2
518918,385926,10,2
516865,385926,10,2
1032068,385926,10,2
763522,385926,10,2
518918,385926,10,2
516998,385926,10,2
385926,385926,10,2
125826,385927,10,2
239488,385927,10,2
100226,385984,10,0
385536,386048,10,0
360960,386048,10,0
117248,386560,10,1
654848,386560,10,1
377348,386560,10,1
376832,386560,10,1
117248,386560,10,1
376832,386560,10,1
650752,386560,10,1
123399,386560,10,1
361984,386560,10,1
115332,386560,10,1
517638,386560,10,1
1041922,386560,10,1
902020,386560,10,1
117248,386560,10,1
377348,386560,10,1
1040902,386560,10,1
361984,386560,10,1
32768,386560,10,1
1025539,386560,10,1
376838,386560,10,1
886272,386560,10,1
123399,386560,10,1
32768,386560,10,1
377350,386560,10,1
1025539,386560,10,1
524289,386560,10,1
126592,386560,10,1
99840,386560,10,1
376832,386560,10,1
517632,386560,10,1
491520,386560,10,1
117248,386560,10,1
100230,386560,10,1
361472,386560,10,1
484230,386560,10,1
886272,386560,10,1
1016832,386560,10,1
508422,386560,10,1
1011200,386560,10,1
517632,386560,10,1
385536,386560,10,1
501377,386562,10,1
1016839,386562,10,1
377348,386562,10,1
516608,386562,10,1
1040896,386562,10,1
450567,386562,10,1
1041922,386564,10,1
885632,386564,10,1
500224,386564,10,1
517632,386564,10,1
519686,386566,10,1
450567,386566,10,1
450567,386566,10,1
450567,386566,10,1
491520,386566,10,1
361472,386566,10,1
377348,386566,10,1
929282,386566,10,1
376838,386566,10,1
450567,386566,10,1
376838,386566,10,1
634374,386566,10,1
32768,386566,10,1
650759,386566,10,1
392710,386566,10,1
123399,386566,10,1
633728,386688,10,1
524167,386694,10,1
516998,386694,10,1
388998,386694,10,1
886272,386816,10,2
1040902,386818,10,2
450567,386822,10,2
1044355,386822,10,2
910854,386822,10,2
392710,386822,10,2
1044134,386822,10,2
376832,386944,10,2
1041288,386944,10,2
754560,386944,10,2
369280,386944,10,2
362376,386944,10,2
886660,386944,10,2
1041288,386944,10,2
1041286,386944,10,2
239488,386944,10,2
369280,386944,10,2
362370,386944,10,2
76672,386944,10,2
385536,386944,10,2
632448,386944,10,2
76672,386944,10,2
362368,386946,10,2
1033990,386946,10,2
361346,386946,10,2
648070,386946,10,2
886272,386946,10,2
361346,386946,10,2
1025924,386948,10,2
1044230,386948,10,2
516998,386948,10,2
385926,386948,10,2
388998,386948,10,2
369543,386948,10,2
100226,386948,10,2
385926,386950,10,2
388998,386950,10,2
886658,386950,10,2
516998,386950,10,2
484230,386950,10,2
648070,386950,10,2
110470,386950,10,2
361344,386950,10,2
1041280,386950,10,2
944007,386950,10,2
518918,386950,10,2
524165,386950,10,2
911238,386950,10,2
362370,386950,10,2
1042304,386950,10,2
385920,386950,10,2
516998,386950,10,2
1027970,386950,10,2
1041288,386950,10,2
100224,386950,10,2
115332,386950,10,2
361344,386950,10,2
1042304,386950,10,2
388998,386950,10,2
765831,386950,10,2
765830,386950,10,2
1025922,386950,10,2
516608,386950,10,2
902020,386950,10,2
1044358,386950,10,2
1041024,386950,10,2
123399,386950,10,2
1027975,386950,10,2
978831,386950,10,2
1016322,386950,10,2
362374,386950,10,2
369543,386950,10,2
1025924,386950,10,2
372610,386950,10,2
516995,386950,10,2
110464,386950,10,2
517638,386950,10,2
995207,386950,10,2
519686,386950,10,2
385920,386950,10,2
362382,386950,10,2
362374,386950,10,2
1025665,386950,10,2
1016839,386950,10,2
364420,386950,10,2
638848,386950,10,2
392710,386950,10,2
634754,386950,10,2
516995,386951,10,2
765575,386951,10,2
885632,386952,10,0
1042305,387584,10,1
1011200,387584,10,1
1040902,387584,10,1
362112,387584,10,1
115332,387584,10,1
1041926,387590,10,1
125826,387718,10,1
508800,387968,10,2
369280,387968,10,2
782214,387974,10,2
370564,387974,10,2
517126,387974,10,2
913282,387974,10,2
361344,388608,10,1
311808,388608,10,1
1016322,388610,10,1
1040896,388610,10,1
507654,388614,10,1
517126,388614,10,1
1041922,388614,10,1
518918,388614,10,1
517126,388614,10,1
1016839,388742,10,1
655238,388742,10,1
122758,388742,10,1
123399,388870,10,2
1041288,388992,10,2
385920,388992,10,2
385920,388992,10,2
774016,388994,10,2
911238,388994,10,2
493442,388994,10,2
364420,388996,10,2
1017735,388998,10,2
1044358,388998,10,2
648838,388998,10,2
508678,388998,10,2
896898,388998,10,2
260992,388998,10,2
388999,388998,10,2
633728,388998,10,2
508422,388998,10,2
765830,388998,10,2
508678,388998,10,2
1025927,388998,10,2
100224,388998,10,2
944007,388998,10,2
260992,388998,10,2
516998,388998,10,2
517638,388998,10,2
769926,388998,10,2
370564,388998,10,2
519815,388998,10,2
1025924,388998,10,2
638850,388998,10,2
100226,388998,10,2
518918,388998,10,2
122758,388998,10,2
118534,388998,10,2
484230,388998,10,2
524167,388998,10,2
1032068,388998,10,2
372610,388998,10,2
787334,388998,10,2
392710,388998,10,2
1048454,388998,10,2
370564,388998,10,2
347910,388998,10,2
913282,388998,10,2
1041926,388998,10,2
765442,388998,10,2
913282,388998,10,2
361344,388998,10,2
769922,388998,10,2
1044359,388998,10,2
1044097,388998,10,2
517638,388998,10,2
910854,388998,10,2
636806,388998,10,2
655286,388998,10,2
902020,388998,10,2
370630,388998,10,2
362382,388998,10,2
118534,388998,10,2
1027970,388998,10,2
1032110,388998,10,2
370564,388998,10,2
638854,388998,10,2
634498,388998,10,2
110470,388998,10,2
1043334,388998,10,2
634374,388998,10,2
503687,388998,10,2
503558,388998,10,2
110464,388998,10,2
1036215,388998,10,2
886663,388998,10,2
1025927,388998,10,2
362246,388998,10,2
347910,388998,10,2
978831,388998,10,2
507654,388999,10,2
769975,388999,10,2
1048454,388999,10,2
362112,391046,10,1
632322,392710,10,1
388998,393094,10,1
632706,393094,10,1
372614,393094,10,1
362368,393094,10,1
361472,393289,10,0
524289,409600,10,0
524289,409600,10,0
524289,409600,10,0
360960,409601,10,0
524289,409601,10,0
450567,409601,10,0
524289,409608,10,0
262144,409608,10,0
262144,409673,10,0
787334,410510,10,0
524289,417793,10,0
524289,425985,10,0
0,426496,10,0
524289,426498,10,0
262144,427776,10,0
516995,427904,10,0
902020,427910,10,0
364420,427910,10,0
499462,436102,10,0
450567,442368,10,0
516608,442368,10,0
491520,442369,10,0
450567,442375,10,0
450567,443142,10,0
517638,444295,10,0
123399,451079,10,0
500224,460550,10,0
385536,475136,10,0
0,475136,10,0
450567,475142,10,0
520065,476032,10,0
450567,483329,10,0
886658,491520,10,0
117248,491520,10,0
1016833,491520,10,0
517632,491528,10,0
902020,492032,10,1
1016832,492032,10,1
632320,492032,10,1
1040896,492032,10,1
1041280,492032,10,1
361472,492032,10,1
117248,492032,10,1
32768,492034,10,1
376832,492034,10,1
377348,492034,10,1
648838,492034,10,1
1016832,492038,10,1
886274,492288,10,2
0,492288,10,2
1041280,492288,10,2
377350,492290,10,2
362382,492290,10,2
648070,492290,10,2
1033990,492294,10,2
894854,492294,10,2
362370,492416,10,2
1042305,492416,10,2
902020,492416,10,2
385920,492416,10,2
362112,492416,10,2
633728,492416,10,2
520065,492416,10,2
1025920,492416,10,2
516608,492416,10,2
377600,492416,10,2
260992,492416,10,2
1042304,492416,10,2
100224,492416,10,2
100230,492416,10,2
362368,492416,10,2
885632,492416,10,2
1041288,492416,10,2
886658,492416,10,2
633728,492416,10,2
885632,492416,10,2
369280,492416,10,2
886658,492416,10,2
125826,492416,10,2
362370,492416,10,2
1040896,492417,10,2
501506,492418,10,2
347910,492420,10,2
361344,492420,10,2
1040902,492422,10,2
520065,492422,10,2
911238,492422,10,2
361344,492422,10,2
1016322,492422,10,2
1025922,492422,10,2
518918,492422,10,2
518918,492422,10,2
347910,492422,10,2
377350,492422,10,2
108416,492422,10,2
517638,492422,10,2
516997,492422,10,2
516608,492422,10,2
503686,492422,10,2
361472,492544,10,0
1016832,492545,10,0
500224,492546,10,0
117248,492550,10,0
1016839,492551,10,0
311808,492801,10,0
361346,492935,10,0
1016839,493056,10,1
558594,493056,10,1
311808,493056,10,1
500224,493056,10,1
385536,493056,10,1
1041922,493056,10,1
385536,493056,10,1
516608,493056,10,1
633472,493056,10,1
632322,493056,10,1
99840,493056,10,1
32768,493056,10,1
1016833,493056,10,1
757638,493056,10,1
1011200,493056,10,1
1040902,493056,10,1
329222,493056,10,1
632320,493056,10,1
360960,493056,10,1
1042304,493056,10,1
385536,493056,10,1
1016832,493056,10,1
491520,493056,10,1
516608,493056,10,1
126464,493056,10,1
1025795,493056,10,1
1016322,493056,10,1
362370,493056,10,1
632448,493056,10,1
1016832,493056,10,1
491520,493058,10,1
516865,493058,10,1
361984,493058,10,1
910854,493058,10,1
654848,493058,10,1
376832,493058,10,1
1016839,493058,10,1
32768,493058,10,1
1041922,493058,10,1
377348,493058,10,1
361984,493058,10,1
517638,493062,10,1
517638,493062,10,1
99840,493062,10,1
377350,493062,10,1
347910,493062,10,1
632322,493062,10,1
360960,493062,10,1
1040902,493062,10,1
100230,493062,10,1
787334,493062,10,1
517638,493062,10,1
450567,493063,10,1
361984,493063,10,1
1017478,493184,10,1
1025665,493185,10,1
108416,493186,10,1
634502,493190,10,1
1017730,493190,10,1
117248,493312,10,2
491520,493312,10,2
362112,493312,10,2
1017734,493312,10,2
491520,493312,10,2
765442,493312,10,2
524289,493312,10,2
108416,493312,10,2
370438,493314,10,2
1041922,493314,10,2
362376,493314,10,2
1031815,493314,10,2
100226,493314,10,2
369543,493314,10,2
1016833,493314,10,2
370564,493318,10,2
1025922,493318,10,2
100224,493318,10,2
522118,493318,10,2
376838,493318,10,2
886278,493318,10,2
517632,493318,10,2
370438,493318,10,2
508678,493318,10,2
100225,493318,10,2
1025920,493318,10,2
362376,493318,10,2
902020,493318,10,2
493442,493318,10,2
493442,493318,10,2
377348,493318,10,2
436102,493318,10,2
347910,493318,10,2
1043334,493318,10,2
1041287,493318,10,2
362376,493318,10,2
377350,493318,10,2
910854,493319,10,2
361344,493440,10,2
109440,493440,10,2
108416,493440,10,2
1041024,493440,10,2
364420,493440,10,2
362368,493440,10,2
501377,493440,10,2
362376,493440,10,2
362242,493440,10,2
634496,493440,10,2
508800,493440,10,2
100224,493440,10,2
886663,493440,10,2
493446,493440,10,2
361472,493440,10,2
754560,493440,10,2
754560,493440,10,2
362370,493440,10,2
516865,493440,10,2
763782,493440,10,2
360960,493440,10,2
631680,493440,10,2
100225,493440,10,2
372610,493440,10,2
108416,493440,10,2
1041288,493440,10,2
754560,493440,10,2
369280,493440,10,2
100225,493440,10,2
362112,493440,10,2
362112,493440,10,2
632706,493440,10,2
886272,493440,10,2
1044353,493440,10,2
1011200,493440,10,2
1016839,493440,10,2
362370,493440,10,2
648070,493440,10,2
364420,493440,10,2
1016833,493440,10,2
499462,493440,10,2
886658,493440,10,2
507778,493440,10,2
1017730,493440,10,2
1044353,493440,10,2
385926,493440,10,2
362368,493440,10,2
558594,493440,10,2
377600,493440,10,2
765831,493440,10,2
1041288,493440,10,2
501377,493440,10,2
362112,493440,10,2
503687,493440,10,2
1016832,493440,10,2
361984,493440,10,2
632320,493440,10,2
100224,493440,10,2
362368,493440,10,2
499462,493440,10,2
361344,493440,10,2
1044355,493440,10,2
633728,493440,10,2
632320,493440,10,2
100224,493440,10,2
362246,493440,10,2
516995,493440,10,2
886660,493440,10,2
1042304,493440,10,2
1016832,493440,10,2
885632,493440,10,2
100225,493440,10,2
508678,493440,10,2
1042306,493440,10,2
100224,493440,10,2
329222,493440,10,2
632706,493440,10,2
1041922,493440,10,2
885632,493441,10,2
436102,493442,10,2
372614,493442,10,2
886274,493442,10,2
493442,493442,10,2
520065,493442,10,2
370564,493442,10,2
508800,493442,10,2
1017606,493442,10,2
910982,493442,10,2
369543,493442,10,2
436102,493442,10,2
886662,493442,10,2
519686,493442,10,2
362376,493442,10,2
1044359,493442,10,2
633728,493442,10,2
493446,493442,10,2
759687,493442,10,2
491520,493442,10,2
516995,493442,10,2
499462,493442,10,2
501506,493442,10,2
1016833,493442,10,2
364420,493442,10,2
508422,493442,10,2
491520,493442,10,2
484230,493442,10,2
632448,493442,10,2
500224,493442,10,2
516997,493442,10,2
362370,493442,10,2
1044359,493442,10,2
1033090,493442,10,2
385920,493442,10,2
520065,493442,10,2
511879,493442,10,2
1017478,493442,10,2
1027969,493442,10,2
361350,493442,10,2
780167,493442,10,2
100230,493442,10,2
360960,493444,10,2
886662,493444,10,2
362112,493444,10,2
1025920,493444,10,2
886272,493444,10,2
362374,493444,10,2
32768,493444,10,2
362370,493444,10,2
632710,493444,10,2
501506,493444,10,2
501638,493444,10,2
655238,493446,10,2
118534,493446,10,2
507778,493446,10,2
754560,493446,10,2
1041926,493446,10,2
508800,493446,10,2
362376,493446,10,2
886663,493446,10,2
370564,493446,10,2
329222,493446,10,2
1025927,493446,10,2
911238,493446,10,2
524167,493446,10,2
1043334,493446,10,2
362246,493446,10,2
362370,493446,10,2
